istart,jstart,igoal,jgoal,euclid
22,6,28,60,54.3323108288245
26,1,14,49,49.47726750741192
56,24,22,43,38.948684188300895
22,51,59,36,39.92492955535426
41,40,60,11,34.66987164671943
24,53,58,34,38.948684188300895
36,12,27,59,47.853944456021594
4,16,52,7,48.83646178829912
35,52,59,5,52.773099207835045
60,22,23,31,38.07886552931954
49,59,31,3,58.82176467941097
61,6,17,9,44.10215414239989
22,56,56,8,58.82176467941097
62,10,22,13,40.11234224026316
30,19,7,59,46.14108798023731
57,34,17,44,41.23105625617661
14,4,60,17,47.80167361086848
29,61,4,4,62.24146527838174
39,23,41,53,30.066592756745816
58,58,3,37,58.872744118140105
55,9,12,29,47.4236228055175
62,45,24,59,40.496913462633174
51,52,9,30,47.41307836451879
20,10,50,34,38.41874542459709
46,42,52,11,31.575306807693888
46,5,4,26,46.95742752749558
49,52,5,19,55.0
25,0,1,54,59.09314681077663
55,31,3,47,54.405882034941776
56,12,43,50,40.162171256046406
34,41,54,0,45.617978911828175
43,55,15,32,36.235341863986875
54,46,18,47,36.013886210738214
6,3,38,58,63.631753079732135
60,12,59,61,49.01020301937138
27,16,63,1,39.0
54,31,22,27,32.2490309931942
4,51,36,5,56.0357029044876
59,5,61,38,33.06055050963308
14,1,46,54,61.91122676865643
14,9,53,31,44.77722635447622
57,18,22,31,37.33630940518894
48,39,5,4,55.44366510251645
50,48,54,10,38.2099463490856
39,5,42,52,47.095647357266465
24,0,12,31,33.24154027718932
33,5,46,47,43.965895873961216
18,1,54,40,53.075418038862395
5,27,29,7,31.240998703626616
17,63,41,19,50.11985634456667
37,4,52,52,50.28916384272063
54,43,24,18,39.05124837953327
33,56,55,16,45.65084884205331
52,9,24,26,32.7566787083184
55,29,25,44,33.54101966249684
8,52,35,22,40.36087214122113
19,32,25,2,30.59411708155671
59,24,9,11,51.66236541235796
59,24,5,26,54.037024344425184
55,57,6,20,61.40032573203501
7,3,37,49,54.91812087098393
46,26,20,61,43.60045871318328
45,10,45,46,36.0
24,52,62,13,54.45181356024793
47,55,60,5,51.66236541235796
31,24,3,2,35.608987629529715
26,4,17,53,49.8196748283246
48,9,40,53,44.721359549995796
20,41,4,5,39.395431207184416
1,12,42,4,41.773197148410844
27,1,61,45,55.60575509783138
62,9,3,16,59.413803110051795
46,44,2,27,47.16990566028302
34,53,56,32,30.4138126514911
3,35,27,12,33.24154027718932
49,63,9,0,74.62573282722254
54,3,9,55,68.76772498781678
52,3,61,56,53.75872022286245
23,60,51,28,42.5205832509386
16,46,57,1,60.876925020897694
4,19,59,62,69.81403870282824
9,52,35,4,54.589376255824725
44,61,2,54,42.579337712087536
11,8,13,54,46.04345773288535
6,17,44,12,38.3275357934736
21,48,31,19,30.675723300355934
3,60,33,53,30.805843601498726
13,49,0,14,37.33630940518894
21,7,54,6,33.015148038438355
26,48,6,1,51.07837115648854
29,26,57,60,44.04543109109048
59,32,22,9,43.56604182158393
26,17,60,12,34.36568055487916
1,37,40,21,42.15447781671598
25,20,54,46,38.948684188300895
10,52,50,21,50.60632371551998
53,38,24,48,30.675723300355934
53,22,2,31,51.78802950489621
40,61,42,30,31.064449134018133
61,19,17,52,55.0
