istart,jstart,igoal,jgoal,euclid
60,47,57,8,39.11521443121589
61,0,50,40,41.48493702538308
13,38,49,50,37.94733192202055
25,42,58,30,35.11409973215888
46,25,10,7,40.24922359499622
54,16,30,42,35.38361202590826
12,54,63,35,54.42425929675111
7,14,44,4,38.3275357934736
60,60,8,45,54.120236510939236
57,54,22,63,36.138621999185304
0,41,19,8,38.07886552931954
54,60,1,19,67.00746227100382
14,61,21,7,54.45181356024793
61,49,12,38,50.21951811795888
50,40,11,46,39.45883931389772
0,55,43,59,43.18564576337837
16,60,26,14,47.07440918375928
56,1,52,34,33.24154027718932
58,9,57,54,45.0111097397076
24,14,54,44,42.42640687119285
57,23,1,60,67.11929677819934
38,28,7,33,31.400636936215164
60,47,4,56,56.71860364994893
37,27,36,59,32.01562118716424
12,23,38,44,33.421549934136806
16,54,30,18,38.62641583165593
29,59,9,19,44.721359549995796
2,34,56,55,57.9396237474839
62,61,58,12,49.16299421312742
30,46,32,3,43.04648650006177
46,49,3,52,43.104524124504614
5,50,15,4,47.07440918375928
12,8,33,48,45.17742799230607
31,42,57,57,30.01666203960727
57,29,28,13,33.12099032335839
8,7,45,51,57.48912940721924
33,17,27,59,42.42640687119285
43,58,36,6,52.46903848937962
19,10,39,60,53.85164807134504
6,52,56,3,70.00714249274856
19,42,59,28,42.37924020083418
40,37,8,63,41.23105625617661
2,29,56,25,54.147945482723536
13,53,11,9,44.04543109109048
59,21,10,37,51.54609587543949
60,19,25,59,53.150729063673246
57,45,3,42,54.08326913195984
9,14,3,60,46.389654018972806
59,48,26,2,56.61271941887264
59,25,7,54,59.53990258641679
57,22,23,27,34.36568055487916
41,28,18,6,31.827660925679098
28,0,54,34,42.80186911806539
51,49,20,6,53.009433122794285
0,62,42,33,51.03920062069938
15,7,8,62,55.44366510251645
39,30,4,62,47.4236228055175
57,55,24,20,48.104053883222775
63,34,25,58,44.94441010848846
15,60,3,29,33.24154027718932
57,42,24,22,38.58756276314948
20,37,56,48,37.64306044943742
15,45,56,42,41.10960958218893
25,11,33,60,49.64876634922564
54,35,1,29,53.33854141237835
7,37,18,7,31.953090617340916
62,50,18,24,51.10772935672255
16,5,36,59,57.584720195551874
53,30,28,61,39.824615503479755
0,57,9,0,57.706152185014034
1,33,29,45,30.463092423455635
56,49,24,47,32.0624390837628
56,16,1,17,55.00909015790027
56,17,39,58,44.384682042344295
63,27,56,58,31.78049716414141
23,48,61,48,38.0
9,18,17,53,35.90264614203248
56,39,19,57,41.14608122288197
15,4,47,7,32.14031735997639
5,1,13,50,49.64876634922564
6,61,63,5,79.90619500389191
0,61,41,59,41.048751503547585
59,30,2,27,57.07889277132134
7,13,54,62,67.89698078707183
54,58,19,47,36.68787265568828
61,2,2,27,64.07807737440318
42,7,36,62,55.326304774492215
19,44,61,59,44.598206241955516
9,19,58,62,65.19202405202648
63,11,29,17,34.52535300326414
41,3,52,51,49.24428900898052
56,17,5,62,68.01470429252781
13,62,61,31,57.14017850864661
3,51,30,20,41.10960958218893
19,53,5,6,49.040799340956916
4,63,52,63,48.0
26,32,58,44,34.17601498127012
30,5,43,34,31.78049716414141
10,12,47,28,40.311288741492746
52,58,5,31,54.20332093147061
