istart,jstart,igoal,jgoal,euclid
1,26,44,52,50.24937810560445
37,44,0,26,41.14608122288197
36,49,5,23,40.45985664828782
0,21,29,9,31.38470965295043
45,37,5,57,44.721359549995796
45,14,11,37,41.048751503547585
52,53,4,41,49.47726750741192
21,10,12,61,51.78802950489621
32,51,16,3,50.59644256269407
3,27,29,44,31.064449134018133
27,61,6,4,60.74537019394976
35,23,5,27,30.265491900843113
5,61,26,34,34.20526275297414
52,6,19,63,65.86349520030045
9,56,55,53,46.09772228646444
57,61,47,16,46.09772228646444
54,13,9,63,67.26812023536856
52,43,13,48,39.319206502675
1,61,11,32,30.675723300355934
13,9,51,11,38.05259518088089
59,63,3,35,62.609903369994115
24,29,49,63,42.20189569201838
53,37,22,56,36.359317925395686
57,60,52,15,45.27692569068709
44,59,55,6,54.12947441089743
1,55,51,36,53.48831648126533
4,43,51,36,47.51841748206689
46,49,1,28,49.658836071740545
57,2,45,30,30.463092423455635
20,25,56,45,41.182520563948
63,23,10,8,55.08175741568164
31,39,63,29,33.52610922848042
32,23,22,59,37.36308338453881
44,10,54,48,39.293765408777
58,29,0,50,61.68468205316454
24,3,44,49,50.15974481593781
32,40,3,14,38.948684188300895
3,26,61,60,67.23094525588644
46,56,13,0,65.0
57,28,15,5,47.885279575251516
60,2,1,45,73.00684899377592
13,54,48,8,57.8013840664737
44,15,54,52,38.3275357934736
57,45,29,4,49.64876634922564
62,46,42,1,49.24428900898052
48,45,16,51,32.55764119219941
3,23,51,10,49.72926703662542
29,22,63,0,40.496913462633174
9,7,45,11,36.22154055254967
49,50,59,12,39.293765408777
34,57,26,0,57.55866572463264
55,2,32,40,44.41846462902562
14,24,27,53,31.78049716414141
1,12,61,30,62.6418390534633
54,56,18,9,59.20304046246274
51,5,3,40,59.405386961116584
41,54,18,9,50.53711507397311
33,60,47,18,44.27188724235731
57,23,4,21,53.03772242470448
58,13,58,51,38.0
14,52,49,58,35.510561809129406
30,37,51,62,32.64965543462902
10,58,49,23,52.40229002629561
63,10,23,61,64.81512169239521
0,59,41,32,49.09175083453431
23,59,57,31,44.04543109109048
25,2,18,59,57.42821606144492
55,60,12,49,44.384682042344295
59,62,8,27,61.85466837676846
60,59,27,41,37.589892258425
2,16,24,57,46.52956049652737
0,11,48,13,48.041648597857254
0,9,11,40,32.89376840679705
4,8,53,42,59.64059020499378
28,55,53,24,39.824615503479755
24,3,46,42,44.77722635447622
21,0,48,42,49.92995093127971
63,60,6,33,63.071388124885914
56,15,16,44,49.4064773081425
45,13,0,25,46.57252408878007
23,27,12,59,33.83784863137726
21,28,52,4,39.20459156782532
6,61,35,48,31.78049716414141
63,32,17,55,51.42956348249516
47,22,27,55,38.58756276314948
51,56,59,12,44.721359549995796
28,29,58,13,34.0
59,8,50,54,46.87216658103186
7,44,44,62,41.14608122288197
15,0,20,45,45.27692569068709
13,38,41,25,30.870698080866262
16,62,37,30,38.27531841800928
28,57,39,24,34.785054261852174
18,47,57,54,39.6232255123179
12,9,42,58,57.4543296888929
22,4,54,47,53.600373133029585
22,46,52,34,32.31098884280702
63,5,1,55,79.64923100695951
15,23,55,22,40.01249804748511
44,63,1,4,73.00684899377592
