istart,jstart,igoal,jgoal,euclid
42,8,61,35,33.015148038438355
21,53,60,0,65.80273550544841
57,1,37,58,60.40695324215582
12,23,6,55,32.55764119219941
15,3,28,40,39.21734310225516
4,36,63,46,59.841457201508724
33,15,56,58,48.76474136094644
39,25,34,63,38.3275357934736
63,53,8,14,67.42403132415029
45,2,2,61,73.00684899377592
47,39,7,63,46.647615158762406
30,6,36,40,34.52535300326414
41,60,56,17,45.5411901469428
9,38,32,15,32.526911934581186
63,37,26,62,44.654227123532216
55,23,29,57,42.80186911806539
52,52,5,17,58.60034129593445
36,12,7,1,31.016124838541646
48,39,19,4,45.45327270945405
61,8,50,44,37.64306044943742
7,54,59,16,64.40496875241847
2,12,30,55,51.31276644267
52,5,50,41,36.05551275463989
56,22,1,50,61.71709649683789
35,6,39,61,55.14526271584895
20,28,50,29,30.01666203960727
44,53,3,11,58.69412236331676
8,14,31,49,41.88078318274385
19,46,38,6,44.28317965096906
50,61,56,1,60.29925372672534
11,49,32,18,37.44329045369811
16,12,52,52,53.81449618829484
11,46,62,20,57.245087125446844
58,24,22,48,43.266615305567875
36,15,25,52,38.600518131237564
44,46,5,61,41.78516483155236
18,35,58,43,40.792156108742276
37,46,8,0,54.378304497290095
25,3,20,56,53.23532661682466
34,35,3,19,34.88552708502482
57,15,34,40,33.97057550292606
16,32,63,56,52.773099207835045
41,10,33,43,33.95585369269929
33,4,60,29,36.796738985948195
44,62,33,2,61.0
25,53,11,7,48.08326112068523
62,51,29,53,33.06055050963308
31,62,60,32,41.72529209005013
3,54,56,48,53.33854141237835
58,33,47,1,33.83784863137726
58,14,50,47,33.95585369269929
11,50,45,44,34.52535300326414
42,36,12,49,32.69556544854363
4,7,31,33,37.48332962798263
2,58,55,22,64.07027391856539
5,17,61,41,60.92618484691127
0,33,47,41,47.67598976424087
4,7,31,33,37.48332962798263
44,36,25,4,37.21558813185679
14,60,45,36,39.20459156782532
37,54,16,27,34.20526275297414
6,2,44,20,42.04759208325728
61,63,44,20,46.238512086787566
37,36,38,1,35.014282800023196
52,11,53,58,47.01063709417264
23,61,2,21,45.17742799230607
60,47,4,61,57.723478758647246
20,41,44,20,31.89043743820395
51,55,15,8,59.20304046246274
0,59,55,10,73.66138744281159
13,61,28,16,47.43416490252569
50,57,41,17,41.0
4,56,52,62,48.373546489791295
13,17,57,14,44.10215414239989
24,5,19,54,49.25444142409901
35,52,22,8,45.880278987817846
5,11,52,16,47.265209192385896
3,9,57,29,57.584720195551874
35,18,3,9,33.24154027718932
22,2,15,36,34.713109915419565
28,7,11,56,51.86520991955976
40,61,14,13,54.589376255824725
54,33,26,61,39.59797974644666
5,40,36,21,36.359317925395686
14,15,52,6,39.05124837953327
10,47,26,5,44.94441010848846
33,43,37,0,43.18564576337837
51,9,6,36,52.478567053607705
50,34,6,13,48.75448697299562
17,24,59,56,52.80151512977634
16,1,45,60,65.7419196555744
14,18,58,33,46.486557196677836
15,42,34,5,41.593268686170845
55,45,55,13,32.0
54,17,12,39,47.41307836451879
0,35,33,32,33.13608305156178
47,7,18,25,34.132096331752024
52,59,62,11,49.03060268852505
25,9,43,43,38.47076812334269
57,63,56,20,43.01162633521314
