istart,jstart,igoal,jgoal,euclid
29,49,32,15,34.132096331752024
6,13,33,31,32.449961479175904
24,9,57,14,33.37663853655727
36,63,10,14,55.47071299343465
57,41,34,18,32.526911934581186
60,45,0,46,60.00833275470999
33,6,62,58,59.53990258641679
8,25,35,5,33.60059523282288
63,8,26,20,38.897300677553446
20,55,60,5,64.03124237432849
62,27,20,59,52.80151512977634
48,54,46,13,41.048751503547585
52,57,45,19,38.63935817272331
54,4,59,59,55.226805085936306
2,32,55,47,55.08175741568164
61,34,18,34,43.0
10,51,41,18,45.27692569068709
39,46,3,13,48.83646178829912
22,1,54,40,50.44799302251776
23,55,58,40,38.07886552931954
60,7,39,49,46.95742752749558
49,60,13,59,36.013886210738214
31,47,1,42,30.4138126514911
2,28,61,41,60.41522986797286
60,62,53,31,31.78049716414141
23,61,56,7,63.28506932918696
56,16,11,53,58.25804665451803
13,51,49,63,37.94733192202055
12,17,8,61,44.181444068749045
30,34,58,45,30.083217912982647
32,27,63,19,32.01562118716424
62,47,10,51,52.15361924162119
34,56,5,35,35.805027579936315
60,11,41,43,37.21558813185679
43,6,6,31,44.654227123532216
2,30,41,52,44.77722635447622
60,1,26,8,34.713109915419565
52,63,11,23,57.28001396647874
15,60,62,9,69.35416353759881
51,36,4,55,50.695167422546305
62,56,1,0,82.80700453464067
27,37,3,9,36.87817782917155
33,2,1,45,53.600373133029585
9,11,52,30,47.01063709417264
0,44,30,10,45.34313619501854
4,12,35,36,39.20459156782532
31,50,60,36,32.202484376209235
52,47,52,3,44.0
36,2,50,42,42.37924020083418
4,13,34,5,31.04834939252005
22,1,54,18,36.235341863986875
12,11,47,43,47.4236228055175
34,55,52,9,49.39635614091387
8,8,51,4,43.18564576337837
61,3,35,36,42.01190307520001
32,7,53,60,57.0087712549569
1,13,40,9,39.20459156782532
38,58,10,5,59.941638282582836
49,59,18,51,32.01562118716424
53,13,10,63,65.94694837519019
14,26,53,43,42.5440947723653
52,1,41,41,41.48493702538308
45,60,24,10,54.230987451824994
55,57,7,27,56.60388679233962
21,63,57,6,67.4166151627327
6,3,44,47,58.137767414994535
36,33,16,59,32.802438933713454
54,46,0,53,54.45181356024793
31,1,45,48,49.040799340956916
20,7,36,35,32.2490309931942
54,60,12,6,68.41052550594829
18,1,28,58,57.87054518492115
2,33,34,41,32.984845004941285
32,50,25,8,42.579337712087536
52,61,45,19,42.579337712087536
6,15,42,1,38.62641583165593
2,37,47,2,57.0087712549569
60,31,56,61,30.265491900843113
46,10,20,26,30.528675044947494
0,50,58,34,60.166435825965294
7,13,35,48,44.82186966202994
24,6,45,47,46.06517122512408
20,58,34,8,51.92301994298868
61,16,36,45,38.28837943815329
5,58,23,31,32.449961479175904
59,58,32,11,54.20332093147061
32,43,42,7,37.36308338453881
55,26,54,57,31.016124838541646
54,7,50,55,48.16637831516918
59,26,20,54,48.010415536631214
14,58,13,3,55.00909015790027
0,60,50,24,61.61168720299745
33,4,32,52,48.010415536631214
28,62,5,42,30.479501308256342
55,61,3,63,52.03844732503075
61,52,29,3,58.52349955359813
38,5,28,35,31.622776601683793
51,56,60,21,36.138621999185304
17,29,49,52,39.408120990476064
29,22,29,63,41.0
