istart,jstart,igoal,jgoal,euclid
15,47,26,11,37.64306044943742
61,40,36,16,34.655446902326915
45,3,28,40,40.718546143004666
14,30,36,59,36.40054944640259
63,26,10,42,55.362442142665635
38,63,34,14,49.16299421312742
28,10,54,58,54.589376255824725
33,1,50,53,54.70831746635972
37,19,62,61,48.877397639399746
61,33,30,6,41.10960958218893
33,0,54,49,53.31041174104736
61,54,0,44,61.814237842102365
63,23,18,53,54.08326913195984
63,60,55,0,60.530983801686226
51,0,40,60,61.0
24,32,63,32,39.0
58,33,51,3,30.805843601498726
56,57,13,40,46.238512086787566
34,47,56,17,37.20215047547655
1,54,31,36,34.9857113690718
0,13,52,15,52.03844732503075
44,55,13,48,31.78049716414141
63,50,13,3,68.62215385719105
27,33,56,5,40.311288741492746
2,45,50,55,49.03060268852505
48,55,58,17,39.293765408777
53,50,21,30,37.73592452822641
50,32,5,44,46.57252408878007
10,56,55,56,45.0
19,48,3,15,36.6742416417845
35,1,51,43,44.94441010848846
28,59,15,0,60.41522986797286
40,5,12,30,37.53664875824692
29,12,63,63,61.29437168288782
59,12,1,56,72.80109889280519
54,0,22,55,63.631753079732135
39,12,51,51,40.80441152620633
56,11,14,46,54.67174773134658
55,20,9,60,60.959002616512684
25,38,1,19,30.610455730027933
55,11,11,7,44.181444068749045
37,2,54,31,33.61547262794322
57,35,16,9,48.54894437575342
59,59,47,20,40.80441152620633
51,53,6,40,46.84015371452148
12,28,42,48,36.05551275463989
4,57,28,28,37.64306044943742
41,27,16,46,31.400636936215164
60,28,37,63,41.88078318274385
60,63,21,34,48.60041152089147
28,58,62,22,49.51767361255979
2,11,33,52,51.40038910358559
10,3,52,10,42.579337712087536
0,14,34,50,49.51767361255979
42,62,4,54,38.8329756778952
7,54,48,25,50.21951811795888
36,16,0,5,37.64306044943742
47,52,44,11,41.10960958218893
0,36,50,29,50.48762224545735
55,7,33,38,38.01315561749642
13,0,32,55,58.18934610390462
16,63,12,23,40.19950248448356
29,59,45,11,50.59644256269407
30,41,58,59,33.28663395418648
34,13,5,60,55.226805085936306
32,4,11,40,41.677331968349414
20,52,17,3,49.09175083453431
57,50,24,6,55.0
61,32,33,44,30.463092423455635
13,4,18,47,43.289721643826724
46,29,13,27,33.06055050963308
3,57,52,9,68.59300255857006
24,55,51,17,46.61544808322666
9,56,54,25,54.644304369257
63,32,32,48,34.88552708502482
35,24,1,28,34.23448553724738
61,21,0,34,62.369864518050704
37,63,55,1,64.5600495662759
4,59,50,36,51.42956348249516
49,12,29,44,37.73592452822641
35,55,23,9,47.53945729601885
32,5,36,54,49.16299421312742
30,56,11,19,41.593268686170845
13,24,40,54,40.36087214122113
6,1,51,37,57.62811813689564
34,27,1,34,33.734255586866
62,55,38,4,56.36488268416781
11,39,19,7,32.984845004941285
41,61,2,22,55.154328932550705
55,59,25,37,37.20215047547655
27,62,7,32,36.05551275463989
49,0,33,26,30.528675044947494
3,57,41,46,39.56008088970496
30,34,47,0,38.01315561749642
63,35,31,33,32.0624390837628
17,62,19,5,57.0350769263968
1,1,0,45,44.01136216933077
26,51,59,11,51.85556864985669
41,26,17,63,44.10215414239989
56,55,8,39,50.59644256269407
