istart,jstart,igoal,jgoal,euclid
56,30,17,27,39.11521443121589
20,6,46,47,48.54894437575342
49,0,35,56,57.723478758647246
16,2,60,44,60.8276253029822
56,21,27,55,44.68780594300866
33,34,60,59,36.796738985948195
57,20,27,9,31.953090617340916
32,42,54,17,33.301651610693426
50,45,7,31,45.221676218380054
28,12,63,37,43.01162633521314
25,26,60,15,36.68787265568828
33,27,4,4,37.013511046643494
0,37,27,17,33.60059523282288
62,3,12,61,76.57675887630658
4,56,39,26,46.09772228646444
9,49,22,14,37.33630940518894
16,47,49,58,34.785054261852174
56,29,7,27,49.040799340956916
53,42,22,26,34.88552708502482
40,44,4,17,45.0
19,59,4,24,38.07886552931954
11,63,5,20,43.41658669218482
14,35,51,2,49.57822102496216
13,8,24,48,41.48493702538308
16,10,4,51,42.720018726587654
49,49,4,61,46.57252408878007
31,24,43,52,30.463092423455635
8,4,11,47,43.104524124504614
62,7,28,8,34.0147027033899
61,17,31,12,30.4138126514911
5,44,51,35,46.87216658103186
16,7,43,63,62.16912416947821
49,49,5,57,44.721359549995796
57,63,42,33,33.54101966249684
47,8,11,53,57.62811813689564
56,37,22,0,50.24937810560445
1,3,17,54,53.45091205957107
1,15,11,49,35.4400902933387
11,30,58,4,53.71219600798314
3,29,34,43,34.0147027033899
63,6,3,22,62.0966987850401
26,61,7,11,53.48831648126533
56,7,11,55,65.79513659838392
1,14,39,27,40.162171256046406
7,53,51,59,44.40720662234904
11,31,29,60,34.132096331752024
62,27,0,33,62.289646009589745
58,9,38,52,47.4236228055175
24,3,3,34,37.44329045369811
55,37,29,8,38.948684188300895
56,52,22,6,57.201398584300364
56,12,26,32,36.05551275463989
25,60,60,58,35.05709628591621
20,51,59,18,51.088159097779204
53,28,0,23,53.23532661682466
40,32,15,5,36.796738985948195
41,56,29,24,34.17601498127012
59,11,62,45,34.132096331752024
39,30,0,37,39.6232255123179
23,30,50,11,33.015148038438355
50,25,11,54,48.60041152089147
42,55,57,18,39.92492955535426
63,10,43,41,36.89173349139343
39,57,32,3,54.45181356024793
32,8,45,60,53.600373133029585
28,63,58,6,64.41273166075166
57,28,5,39,53.150729063673246
1,3,10,45,42.95346318982906
55,13,5,37,55.46169849544819
21,62,43,27,41.340053217188775
9,51,39,30,36.61966684720111
53,24,15,28,38.2099463490856
13,46,47,27,38.948684188300895
13,12,57,14,44.04543109109048
3,21,13,59,39.293765408777
19,48,0,12,40.70626487409524
57,63,48,18,45.89117562233506
16,0,7,36,37.107950630558946
63,14,14,7,49.49747468305833
61,52,31,21,43.139309220245984
11,38,53,54,44.94441010848846
3,33,58,21,56.293871780150276
39,59,51,9,51.419840528729765
30,1,53,61,64.25729530566937
38,48,9,10,47.80167361086848
2,31,63,19,62.16912416947821
15,26,52,52,45.221676218380054
7,50,9,20,30.066592756745816
32,33,0,61,42.5205832509386
3,4,33,30,39.698866482558415
59,46,25,2,55.60575509783138
31,31,7,63,40.0
47,39,16,44,31.400636936215164
44,41,7,56,39.92492955535426
50,37,3,6,56.302753041036986
50,45,2,32,49.72926703662542
60,4,23,58,65.45991139621256
25,52,47,12,45.65084884205331
61,34,14,58,52.773099207835045
15,4,19,49,45.17742799230607
