istart,jstart,igoal,jgoal,euclid
33,8,4,39,42.44997055358225
52,20,54,59,39.05124837953327
50,60,6,5,70.43436661176133
61,31,15,21,47.07440918375928
12,26,55,21,43.289721643826724
5,6,50,18,46.57252408878007
19,3,30,34,32.89376840679705
1,18,32,33,34.438350715445125
13,7,19,54,47.38143096192854
36,9,28,46,37.8549864614954
4,56,18,6,51.92301994298868
39,31,53,59,31.304951684997057
46,1,52,43,42.42640687119285
18,19,46,48,40.311288741492746
57,41,18,59,42.95346318982906
5,20,40,57,50.93132631298737
63,27,33,16,31.953090617340916
32,39,62,12,40.36087214122113
50,61,19,35,40.45985664828782
16,25,41,44,31.400636936215164
18,6,63,4,45.044422518220834
24,1,61,27,45.221676218380054
17,3,22,54,51.24451190127583
12,53,57,38,47.43416490252569
23,10,26,55,45.09988913511872
50,44,13,12,48.91829923454004
51,1,14,56,66.2872536767062
59,47,10,24,54.12947441089743
63,26,35,10,32.2490309931942
15,16,18,55,39.11521443121589
21,62,1,0,65.14598989960932
56,1,11,1,45.0
60,61,15,33,53.0
62,21,31,24,31.144823004794873
20,10,39,51,45.18849411078001
24,54,60,20,49.51767361255979
38,9,10,36,38.897300677553446
40,34,9,40,31.575306807693888
46,25,19,8,31.906112267087632
61,61,30,23,49.040799340956916
5,16,62,0,59.20304046246274
63,54,15,55,48.010415536631214
55,10,16,43,51.088159097779204
0,1,45,45,62.93647591023825
12,14,44,61,56.859475903318
49,7,40,60,53.75872022286245
13,59,38,20,46.32493928760188
17,62,53,45,39.81205847478876
25,42,58,21,39.11521443121589
57,40,27,24,34.0
62,34,19,7,50.774009099144415
30,55,62,35,37.73592452822641
40,52,47,4,48.507731342539614
61,47,25,60,38.27531841800928
53,58,26,33,36.796738985948195
52,52,11,59,41.593268686170845
53,20,13,33,42.05948168962618
63,54,30,62,33.95585369269929
15,33,51,6,45.0
55,42,50,7,35.35533905932738
60,25,4,44,59.135437767890075
15,57,41,40,31.064449134018133
58,26,24,18,34.92849839314596
20,54,41,27,34.20526275297414
2,51,35,56,33.37663853655727
57,55,41,16,42.15447781671598
50,1,13,26,44.654227123532216
50,7,11,21,41.43669871020132
45,40,5,61,45.17742799230607
46,37,23,2,41.88078318274385
18,19,2,54,38.48376280978771
1,10,36,36,43.60045871318328
47,56,18,9,55.226805085936306
15,15,41,55,47.70744176750625
13,55,49,21,49.51767361255979
60,60,16,63,44.10215414239989
32,54,20,26,30.463092423455635
38,31,15,0,38.600518131237564
36,30,51,63,36.24913792078372
34,62,27,4,58.42088667591412
48,46,21,20,37.48332962798263
47,51,17,2,57.4543296888929
51,47,30,10,42.5440947723653
34,0,21,57,58.463663928973865
53,2,38,44,44.598206241955516
40,23,8,7,35.77708763999664
39,48,58,6,46.09772228646444
57,22,40,49,31.906112267087632
22,48,62,7,57.28001396647874
31,25,50,54,34.66987164671943
37,39,43,6,33.54101966249684
19,49,27,17,32.984845004941285
7,23,50,44,47.853944456021594
11,40,35,0,46.647615158762406
31,61,27,20,41.19465984809196
23,9,59,6,36.124783736376884
62,30,29,19,34.785054261852174
17,23,50,61,50.32891812864648
25,24,8,49,30.23243291566195
51,16,24,49,42.638011210655684
