istart,jstart,igoal,jgoal,euclid
12,14,48,40,44.40720662234904
8,41,54,39,46.04345773288535
49,23,50,58,35.014282800023196
14,60,48,38,40.496913462633174
30,62,9,37,32.64965543462902
5,43,60,16,61.26989472816156
14,18,47,8,34.48187929913333
62,11,32,42,43.139309220245984
55,9,49,55,46.389654018972806
10,50,59,36,50.96076922496363
33,36,57,4,40.0
28,37,56,23,31.304951684997057
59,53,12,8,65.06919393998976
49,38,25,62,33.94112549695428
14,43,13,6,37.013511046643494
4,44,49,60,47.75981574503821
26,17,58,5,34.17601498127012
56,2,35,55,57.0087712549569
60,9,9,2,51.478150704935004
17,13,54,4,38.07886552931954
43,40,44,8,32.01562118716424
27,52,59,62,33.52610922848042
41,58,34,11,47.51841748206689
52,23,23,8,32.64965543462902
8,5,56,56,70.03570517957252
34,58,49,30,31.76476034853718
23,13,30,43,30.805843601498726
23,4,16,34,30.805843601498726
31,40,16,14,30.01666203960727
37,52,5,5,56.859475903318
61,59,40,6,57.0087712549569
6,10,59,63,74.95331880577403
3,56,48,10,64.35060217278468
9,29,54,39,46.09772228646444
51,37,29,2,41.340053217188775
47,50,27,16,39.44616584663204
23,16,2,58,46.95742752749558
63,12,55,50,38.8329756778952
28,2,16,50,49.47726750741192
4,1,55,1,51.0
8,53,63,55,55.036351623268054
50,15,20,7,31.04834939252005
58,25,12,46,50.566787519082126
27,24,58,36,33.24154027718932
53,58,10,37,47.853944456021594
18,56,2,26,34.0
33,39,35,7,32.0624390837628
32,36,52,59,30.479501308256342
15,32,50,59,44.204072210600685
28,49,63,7,54.67174773134658
44,2,13,43,51.40038910358559
36,26,36,62,36.0
53,41,43,3,39.293765408777
59,0,5,52,74.96665925596525
2,57,26,28,37.64306044943742
31,54,63,19,47.4236228055175
26,47,23,14,33.13608305156178
35,13,53,44,35.84689665786984
5,59,61,15,71.21797525905943
42,61,63,17,48.75448697299562
26,30,2,3,36.124783736376884
59,48,11,25,53.225933528685054
5,55,48,59,43.18564576337837
8,57,49,5,66.21933252457322
8,48,29,19,35.805027579936315
25,3,50,40,44.654227123532216
29,52,53,7,51.0
48,1,7,14,43.01162633521314
60,41,37,2,45.27692569068709
63,10,43,46,41.182520563948
46,12,55,52,41.0
27,56,12,6,52.20153254455275
12,4,57,5,45.0111097397076
59,43,11,11,57.688820407423826
39,61,12,4,63.071388124885914
7,40,60,43,53.08483775994799
49,4,34,37,36.24913792078372
27,62,10,16,49.040799340956916
38,58,61,3,59.61543424315552
31,16,62,46,43.139309220245984
8,47,59,56,51.78802950489621
4,39,45,57,44.77722635447622
34,42,10,0,48.373546489791295
10,53,37,21,41.86884283091664
55,20,27,50,41.036569057366385
63,54,26,5,61.40032573203501
58,15,2,11,56.142675390472796
16,7,19,60,53.08483775994799
37,35,18,0,39.824615503479755
46,29,27,61,37.21558813185679
13,57,36,6,55.94640292279746
62,22,3,62,71.28113354878694
50,59,2,37,52.80151512977634
1,39,52,21,54.08326913195984
58,6,24,59,62.96824596572466
14,4,49,48,56.22277118748239
12,6,63,1,51.24451190127583
16,1,34,26,30.805843601498726
46,15,12,44,44.68780594300866
7,34,41,7,43.41658669218482
