istart,jstart,igoal,jgoal,euclid
59,11,4,1,55.90169943749474
45,12,47,46,34.058772731852805
51,8,5,43,57.8013840664737
44,49,40,15,34.23448553724738
0,33,13,3,32.69556544854363
59,39,2,19,60.40695324215582
23,52,57,53,34.0147027033899
42,17,6,48,47.50789408087881
34,5,19,58,55.08175741568164
31,4,6,45,48.02082881417188
19,33,62,5,51.31276644267
49,2,51,42,40.049968789001575
44,27,2,24,42.1070065428546
16,52,53,35,40.718546143004666
63,12,14,39,55.94640292279746
54,12,14,62,64.03124237432849
25,18,54,29,31.016124838541646
34,49,43,10,40.024992192379
42,23,4,24,38.01315561749642
29,25,25,63,38.2099463490856
7,38,48,20,44.77722635447622
43,9,53,41,33.52610922848042
45,46,27,7,42.95346318982906
22,59,57,10,60.21627686929839
7,30,59,53,56.859475903318
62,24,1,54,67.97793759742936
16,56,62,50,46.389654018972806
13,26,60,63,59.81638571495272
60,59,59,5,54.00925846556311
38,51,3,3,59.405386961116584
59,10,13,28,49.39635614091387
16,12,45,54,51.03920062069938
54,38,7,19,50.695167422546305
63,62,25,29,50.32891812864648
48,32,4,47,46.486557196677836
46,32,3,6,50.24937810560445
35,2,47,38,37.94733192202055
56,39,31,15,34.655446902326915
6,17,52,40,51.42956348249516
21,61,16,8,53.23532661682466
1,63,39,54,39.05124837953327
31,12,59,44,42.5205832509386
11,40,59,15,54.120236510939236
44,45,19,4,48.02082881417188
27,4,58,43,49.8196748283246
47,0,29,58,60.728905802755904
47,28,57,62,35.4400902933387
51,0,29,54,58.309518948453004
15,28,55,18,41.23105625617661
42,24,63,2,30.4138126514911
7,40,38,54,34.0147027033899
60,28,22,7,43.41658669218482
61,22,24,10,38.897300677553446
8,20,38,9,31.953090617340916
1,2,57,5,56.08029957123981
17,33,25,0,33.95585369269929
51,26,47,63,37.21558813185679
14,55,45,28,41.10960958218893
13,2,51,61,70.178344238091
34,56,54,3,56.64803615307419
7,33,29,2,38.01315561749642
62,47,58,4,43.18564576337837
49,28,25,7,31.89043743820395
45,63,42,18,45.09988913511872
10,53,55,54,45.0111097397076
53,40,50,5,35.12833614050059
3,16,53,30,51.92301994298868
63,20,11,41,56.08029957123981
49,55,63,7,50.0
48,20,11,9,38.600518131237564
49,10,62,50,42.05948168962618
47,2,8,11,40.024992192379
58,49,4,27,58.309518948453004
46,38,8,16,43.9089968002003
60,10,1,5,59.21148537234985
11,4,23,48,45.60701700396552
33,58,43,2,56.88585061331157
53,53,9,44,44.91102314577124
35,58,0,10,59.405386961116584
62,54,21,4,64.66065264130884
40,9,22,54,48.46648326421054
6,9,25,50,45.18849411078001
48,17,5,29,44.64302857109943
57,17,13,44,51.62363799656123
28,10,42,45,37.69615364994153
58,12,13,33,49.658836071740545
1,48,34,51,33.13608305156178
9,6,39,23,34.48187929913333
6,16,47,27,42.44997055358225
63,4,17,42,59.665735560705194
56,50,18,14,52.3450093132096
37,57,16,27,36.61966684720111
42,0,18,62,66.48308055437865
31,46,24,7,39.6232255123179
52,2,6,19,49.040799340956916
43,6,44,44,38.01315561749642
53,60,25,21,48.010415536631214
42,43,1,26,44.384682042344295
58,39,16,7,52.80151512977634
2,29,31,14,32.64965543462902
