istart,jstart,igoal,jgoal,euclid
61,46,3,20,63.56099432828282
29,55,9,9,50.15974481593781
12,10,0,41,33.24154027718932
1,22,32,51,42.44997055358225
45,56,29,30,30.528675044947494
18,38,57,15,45.27692569068709
29,22,5,44,32.55764119219941
44,28,19,62,42.20189569201838
52,26,18,30,34.23448553724738
60,14,51,55,41.97618372363071
21,3,39,31,33.28663395418648
7,20,53,60,60.959002616512684
1,61,57,15,72.47068372797375
0,28,43,40,44.64302857109943
46,22,37,54,33.24154027718932
50,51,11,22,48.60041152089147
57,63,4,39,58.180752831155424
26,7,46,43,41.182520563948
18,2,14,61,59.135437767890075
3,1,59,55,77.79460135510689
12,44,55,22,48.30113870293329
4,57,42,51,38.47076812334269
63,31,16,5,53.71219600798314
41,62,36,31,31.400636936215164
0,36,63,56,66.09841147864296
57,57,59,23,34.058772731852805
38,37,7,16,37.44329045369811
8,55,4,4,51.15662224971465
61,26,26,0,43.60045871318328
55,6,15,52,60.959002616512684
28,60,42,16,46.17358552246078
7,19,60,59,66.40030120413611
3,49,8,19,30.4138126514911
49,58,10,2,68.24221567329127
17,33,39,61,35.608987629529715
11,29,45,59,45.34313619501854
20,17,4,46,33.12099032335839
5,52,38,55,33.13608305156178
24,61,26,7,54.037024344425184
52,16,8,34,47.53945729601885
17,59,49,47,34.17601498127012
19,29,1,2,32.449961479175904
41,37,59,3,38.47076812334269
59,51,4,53,55.036351623268054
7,60,62,53,55.44366510251645
53,26,19,63,50.24937810560445
45,39,14,57,35.84689665786984
7,17,47,33,43.08131845707603
1,41,5,10,31.25699921617557
42,14,23,43,34.66987164671943
56,46,10,14,56.0357029044876
6,49,63,60,58.05170109479997
35,63,54,26,41.593268686170845
53,17,9,54,57.48912940721924
62,41,23,54,41.10960958218893
28,36,42,5,34.0147027033899
48,38,10,37,38.01315561749642
9,35,61,29,52.3450093132096
16,10,44,63,59.941638282582836
57,10,25,43,45.967379738244816
8,56,15,7,49.49747468305833
62,40,10,2,64.40496875241847
40,1,38,48,47.042533945356304
26,59,12,4,56.753854494650845
5,12,51,19,46.52956049652737
27,6,6,60,57.9396237474839
48,49,20,20,40.311288741492746
40,35,8,62,41.86884283091664
13,42,61,58,50.59644256269407
60,62,51,29,34.20526275297414
19,51,47,21,41.036569057366385
47,47,46,13,34.0147027033899
11,45,52,58,43.01162633521314
7,11,19,62,52.392747589718944
15,10,13,52,42.04759208325728
60,23,21,59,53.075418038862395
15,14,60,18,45.17742799230607
29,0,2,46,53.33854141237835
36,47,19,8,42.5440947723653
33,20,5,41,35.0
55,55,11,59,44.181444068749045
21,0,48,19,33.015148038438355
11,44,62,28,53.45091205957107
20,1,17,32,31.144823004794873
50,5,9,5,41.0
1,3,19,53,53.14132102234569
29,17,12,53,39.81205847478876
48,38,18,32,30.59411708155671
58,46,12,34,47.53945729601885
35,51,4,63,33.24154027718932
14,8,1,38,32.69556544854363
43,11,14,21,30.675723300355934
25,59,6,6,56.302753041036986
9,46,27,17,34.132096331752024
46,38,45,3,35.014282800023196
49,38,11,29,39.05124837953327
48,63,12,25,52.3450093132096
48,35,22,20,30.01666203960727
62,15,57,51,36.345563690772494
4,10,60,12,56.0357029044876
