istart,jstart,igoal,jgoal,euclid
5,25,62,8,59.481089431852205
41,36,19,9,34.828149534535996
13,13,11,46,33.06055050963308
51,36,24,59,35.4682957019364
21,23,10,63,41.48493702538308
11,50,42,52,31.064449134018133
60,56,22,52,38.2099463490856
24,26,57,53,42.638011210655684
8,12,33,44,40.607881008493905
51,29,26,4,35.35533905932738
0,41,28,56,31.76476034853718
22,27,46,50,33.24154027718932
46,58,26,0,61.35144660071187
12,49,7,11,38.3275357934736
51,8,3,51,64.4437739428721
33,9,21,39,32.31098884280702
19,31,50,59,41.773197148410844
1,53,19,2,54.08326913195984
62,53,11,0,73.55270219373317
48,36,12,45,37.107950630558946
32,32,61,40,30.083217912982647
4,18,19,61,45.5411901469428
8,53,43,38,38.07886552931954
49,62,23,29,42.01190307520001
63,55,38,3,57.697486947006624
23,5,46,26,31.144823004794873
61,10,24,47,52.32590180780452
55,38,11,3,56.22277118748239
39,52,32,13,39.6232255123179
14,10,53,59,62.625873247404705
6,40,53,32,47.67598976424087
8,28,47,63,52.40229002629561
13,54,60,47,47.51841748206689
51,50,10,40,42.20189569201838
58,12,34,53,47.50789408087881
53,55,17,51,36.22154055254967
52,6,18,2,34.23448553724738
31,49,3,31,33.28663395418648
8,12,46,60,61.220911460055866
11,3,61,49,67.94115100585212
5,41,49,7,55.60575509783138
24,25,54,43,34.9857113690718
54,49,4,59,50.99019513592785
62,52,62,15,37.0
17,5,55,22,41.6293165929973
63,56,30,29,42.638011210655684
15,56,63,30,54.589376255824725
27,60,54,41,33.015148038438355
37,4,3,54,60.4648658313239
53,20,6,24,47.16990566028302
37,46,7,7,49.20365840057018
62,46,62,8,38.0
51,41,9,9,52.80151512977634
9,25,24,55,33.54101966249684
58,60,58,9,51.0
8,53,23,1,54.120236510939236
46,12,13,58,56.61271941887264
57,60,22,10,61.032778078668514
50,37,2,27,49.03060268852505
1,59,60,33,64.47480127925948
51,32,19,49,36.235341863986875
62,11,27,55,56.22277118748239
43,50,4,15,52.40229002629561
33,61,4,38,37.013511046643494
23,0,52,16,33.12099032335839
43,25,3,62,54.48853090330111
8,16,50,53,55.97320787662612
1,27,58,2,62.24146527838174
60,8,33,44,45.0
17,48,39,23,33.301651610693426
3,49,35,38,33.83784863137726
19,0,34,48,50.28916384272063
20,0,58,32,49.678969393496885
37,53,8,22,42.44997055358225
2,44,21,1,47.01063709417264
31,10,58,28,32.449961479175904
50,1,26,51,55.46169849544819
58,54,18,45,41.0
61,17,23,45,47.20169488482379
56,24,28,7,32.7566787083184
18,23,46,58,44.82186966202994
22,51,54,60,33.24154027718932
8,19,58,37,53.14132102234569
61,49,25,39,37.36308338453881
10,49,20,10,40.26164427839479
9,21,47,7,40.496913462633174
5,48,36,59,32.89376840679705
55,11,0,44,64.1404708432983
35,56,60,13,49.73932046178355
42,54,9,43,34.785054261852174
41,53,45,5,48.16637831516918
51,0,10,28,49.64876634922564
6,53,45,61,39.81205847478876
20,57,52,37,37.73592452822641
42,45,39,8,37.12142238654117
18,1,20,40,39.05124837953327
55,47,51,8,39.20459156782532
39,42,62,14,36.235341863986875
15,58,36,12,50.566787519082126
27,54,0,28,37.48332962798263
