istart,jstart,igoal,jgoal,euclid
23,24,59,58,49.51767361255979
46,1,1,53,68.76772498781678
3,26,48,3,50.53711507397311
10,7,49,56,62.625873247404705
62,27,22,22,40.311288741492746
0,40,32,40,32.0
1,60,41,17,58.728187440104094
12,15,54,1,44.27188724235731
15,0,60,36,57.62811813689564
2,36,51,36,49.0
22,55,28,9,46.389654018972806
13,10,59,44,57.201398584300364
15,30,53,49,42.485291572496
6,37,45,32,39.319206502675
1,49,24,0,54.12947441089743
63,42,14,49,49.49747468305833
11,10,3,45,35.90264614203248
14,37,49,35,35.05709628591621
0,3,40,50,61.71709649683789
56,48,22,34,36.76955262170047
59,62,21,17,58.89821729050889
28,25,63,18,35.6931365951495
58,11,12,13,46.04345773288535
54,9,26,53,52.15361924162119
11,15,44,50,48.104053883222775
61,41,15,46,46.2709412050371
55,7,40,58,53.16013544000805
3,14,42,34,43.829214001622255
44,56,51,20,36.6742416417845
17,13,39,48,41.340053217188775
55,8,61,44,36.49657518178932
53,12,48,47,35.35533905932738
50,42,7,25,46.238512086787566
26,54,47,2,56.08029957123981
29,0,55,29,38.948684188300895
15,18,44,56,47.80167361086848
55,23,37,61,42.04759208325728
53,18,5,12,48.373546489791295
30,8,54,32,33.94112549695428
40,36,15,16,32.01562118716424
21,0,30,34,35.17101079013795
55,3,20,16,37.33630940518894
51,58,9,46,43.68065933568311
30,2,10,61,62.297672508690084
15,57,41,36,33.421549934136806
1,39,2,1,38.01315561749642
17,60,7,3,57.87054518492115
6,22,41,27,35.35533905932738
39,62,0,14,61.84658438426491
29,2,25,45,43.18564576337837
63,37,39,7,38.41874542459709
45,12,45,52,40.0
59,25,0,38,60.41522986797286
55,0,18,16,40.311288741492746
25,59,54,21,47.80167361086848
31,57,2,10,55.226805085936306
58,20,26,58,49.678969393496885
13,6,3,41,36.40054944640259
61,35,4,32,57.07889277132134
12,42,59,20,51.894122981316485
56,62,14,2,73.23933369440222
53,21,15,8,40.162171256046406
52,50,8,56,44.40720662234904
62,45,14,54,48.83646178829912
4,53,57,43,53.9351462406472
27,44,56,14,41.72529209005013
25,5,20,63,58.215118311311535
44,32,8,45,38.27531841800928
3,9,12,55,46.87216658103186
44,6,0,16,45.12205669071391
11,31,43,17,34.92849839314596
13,0,56,24,49.24428900898052
60,62,57,13,49.09175083453431
15,48,49,1,58.008620049092706
41,51,4,11,54.48853090330111
39,4,2,45,55.226805085936306
53,21,47,61,40.44749683231337
21,54,52,11,53.009433122794285
10,48,55,37,46.32493928760188
4,44,45,58,43.32435804486894
41,13,3,60,60.440052945046304
55,46,3,0,69.42621983083913
48,56,31,13,46.238512086787566
31,29,9,56,34.828149534535996
5,31,44,49,42.95346318982906
22,46,53,19,41.10960958218893
38,54,41,18,36.124783736376884
6,16,61,46,62.64982043070834
2,23,52,30,50.48762224545735
23,18,56,56,50.32891812864648
49,42,24,9,41.400483088968905
11,5,60,53,68.59300255857006
60,29,10,27,50.039984012787215
21,54,42,13,46.06517122512408
59,0,9,30,58.309518948453004
38,54,4,60,34.52535300326414
53,27,24,37,30.675723300355934
8,58,38,0,65.29931086925804
47,39,5,25,44.27188724235731
41,60,9,22,49.678969393496885
