istart,jstart,igoal,jgoal,euclid
38,3,31,50,47.51841748206689
38,32,29,0,33.24154027718932
52,52,23,6,54.378304497290095
5,57,42,58,37.013511046643494
39,56,23,16,43.08131845707603
40,10,1,17,39.6232255123179
2,44,31,8,46.22769732530488
16,55,21,5,50.24937810560445
33,62,58,36,36.069377593742864
44,5,47,60,55.08175741568164
61,42,4,52,57.87054518492115
42,9,9,19,34.48187929913333
1,57,62,2,82.13403679352427
53,28,29,61,40.80441152620633
14,7,49,52,57.0087712549569
41,60,9,60,32.0
47,61,62,31,33.54101966249684
5,14,48,48,54.817880294662984
27,47,36,2,45.89117562233506
9,63,52,46,46.238512086787566
45,21,2,28,43.56604182158393
3,49,52,62,50.695167422546305
6,30,51,30,45.0
47,23,4,59,56.08029957123981
59,63,55,19,44.181444068749045
1,27,55,61,63.812224534175265
14,6,58,59,68.8839603971781
44,31,1,49,46.61544808322666
46,5,36,53,49.03060268852505
24,25,57,12,35.4682957019364
5,8,34,54,54.378304497290095
60,1,37,43,47.885279575251516
5,27,44,33,39.45883931389772
9,5,36,57,58.59180830116101
50,1,37,42,43.01162633521314
52,63,54,21,42.04759208325728
55,7,27,40,43.278170016764804
20,0,51,51,59.682493245507096
0,52,60,0,79.39773296511683
39,3,29,53,50.99019513592785
30,42,60,45,30.14962686336267
34,63,0,36,43.41658669218482
55,59,56,20,39.01281840626232
54,63,4,59,50.15974481593781
34,0,42,53,53.600373133029585
49,29,16,3,42.01190307520001
6,15,28,42,34.828149534535996
17,28,62,43,47.43416490252569
24,5,32,49,44.721359549995796
5,49,38,52,33.13608305156178
18,8,60,10,42.04759208325728
7,10,16,57,47.853944456021594
8,61,58,56,50.24937810560445
40,53,8,21,45.254833995939045
53,6,21,1,32.38826948140329
55,35,37,4,35.84689665786984
28,20,51,56,42.720018726587654
38,5,63,30,35.35533905932738
14,29,33,63,38.948684188300895
62,1,46,36,38.48376280978771
10,2,36,43,48.54894437575342
61,51,14,56,47.265209192385896
4,4,57,35,61.40032573203501
42,32,32,3,30.675723300355934
18,8,51,56,58.249463516842795
30,39,48,0,42.95346318982906
53,5,20,53,58.249463516842795
41,48,25,12,39.395431207184416
47,7,18,30,37.013511046643494
62,28,15,3,53.23532661682466
61,25,24,29,37.21558813185679
7,8,63,63,78.49203781276162
8,27,49,1,48.54894437575342
0,12,55,15,55.08175741568164
0,38,16,2,39.395431207184416
12,62,55,25,56.72741841473134
40,2,45,47,45.27692569068709
13,20,21,56,36.87817782917155
15,0,57,1,42.01190307520001
8,27,21,55,30.870698080866262
25,3,10,49,48.38388161361178
62,31,38,9,32.55764119219941
22,8,52,34,39.698866482558415
45,55,16,27,40.311288741492746
56,41,22,18,41.048751503547585
60,36,56,4,32.2490309931942
32,9,35,57,48.093658625644196
27,40,5,0,45.65084884205331
32,51,6,10,48.54894437575342
17,7,59,43,55.31726674375732
56,4,7,60,74.41102068914255
24,53,39,1,54.120236510939236
2,57,34,3,62.76941930590086
15,63,37,7,60.166435825965294
19,3,35,32,33.12099032335839
16,1,49,45,55.0
17,20,1,48,32.2490309931942
49,22,17,50,42.5205832509386
61,6,9,9,52.08646657242167
2,58,32,29,41.72529209005013
