istart,jstart,igoal,jgoal,euclid
58,28,7,13,53.16013544000805
46,41,10,14,45.0
2,2,30,61,65.30696746902278
55,21,26,61,49.4064773081425
48,42,54,5,37.48332962798263
25,15,59,50,48.79549159502341
5,46,47,54,42.7551166528639
36,24,20,53,33.12099032335839
8,0,46,57,68.5054742338158
2,31,28,15,30.528675044947494
30,24,7,62,44.41846462902562
0,44,49,43,49.01020301937138
38,43,33,4,39.319206502675
3,54,19,24,34.0
60,51,0,9,73.23933369440222
62,40,58,9,31.25699921617557
35,3,20,55,54.120236510939236
2,55,6,23,32.2490309931942
26,4,19,56,52.46903848937962
31,4,6,56,57.697486947006624
4,40,33,14,38.948684188300895
8,48,44,44,36.22154055254967
55,53,22,41,35.11409973215888
18,42,20,8,34.058772731852805
43,60,31,16,45.60701700396552
62,18,28,63,56.4003546088143
12,49,44,61,34.17601498127012
16,6,27,41,36.68787265568828
2,56,26,20,43.266615305567875
57,25,10,9,49.64876634922564
30,59,53,2,61.465437442517235
0,13,20,53,44.721359549995796
42,32,13,61,41.012193308819754
56,33,9,14,50.695167422546305
58,56,19,51,39.319206502675
11,10,15,57,47.16990566028302
32,60,59,29,41.10960958218893
14,50,46,2,57.688820407423826
55,1,54,33,32.01562118716424
21,45,34,17,30.870698080866262
63,3,32,47,53.823786563191554
28,40,7,62,30.4138126514911
22,43,49,2,49.09175083453431
34,56,20,0,57.723478758647246
18,44,53,28,38.48376280978771
29,55,23,21,34.52535300326414
11,57,55,35,49.193495504995376
5,6,12,52,46.52956049652737
14,44,62,44,48.0
3,35,20,63,32.7566787083184
4,28,33,16,31.38470965295043
27,22,44,55,37.12142238654117
44,4,12,63,67.11929677819934
59,47,7,13,62.12889826803627
8,28,59,20,51.62363799656123
45,34,34,4,31.953090617340916
55,13,52,56,43.104524124504614
48,36,12,36,36.0
42,35,0,22,43.965895873961216
32,62,12,15,51.07837115648854
33,8,26,63,55.44366510251645
1,14,27,60,52.839379254491625
44,1,2,5,42.190046219457976
12,7,18,49,42.42640687119285
32,8,34,63,55.036351623268054
53,56,31,28,35.608987629529715
29,48,23,6,42.42640687119285
10,2,61,38,62.42595614005443
5,57,61,57,56.0
59,49,22,25,44.10215414239989
46,61,23,16,50.53711507397311
29,60,0,49,31.016124838541646
60,29,6,39,54.91812087098393
15,47,58,16,53.009433122794285
22,61,25,12,49.09175083453431
61,18,20,24,41.43669871020132
37,54,15,27,34.828149534535996
41,35,20,63,35.0
11,40,41,61,36.61966684720111
12,53,32,6,51.07837115648854
63,46,16,7,61.07372593840988
63,35,21,7,50.47771785649585
17,21,1,56,38.48376280978771
23,11,17,51,40.44749683231337
60,17,0,8,60.67124524847005
51,40,7,15,50.60632371551998
33,0,6,31,41.10960958218893
62,61,6,17,71.21797525905943
15,22,52,4,41.14608122288197
54,36,11,25,44.384682042344295
56,60,46,22,39.293765408777
2,26,27,4,33.301651610693426
35,63,6,51,31.38470965295043
49,39,20,49,30.675723300355934
7,39,38,59,36.89173349139343
59,8,42,38,34.48187929913333
27,9,34,46,37.656340767525464
63,47,6,15,65.36818798161687
8,60,63,34,60.83584469702052
13,5,36,40,41.88078318274385
