istart,jstart,igoal,jgoal,euclid
37,9,9,21,30.463092423455635
51,17,26,55,45.48626166217664
13,14,50,16,37.05401462729781
36,46,41,10,36.345563690772494
0,45,21,15,36.61966684720111
42,53,22,4,52.92447448959697
45,53,24,6,51.478150704935004
53,56,58,24,32.38826948140329
19,51,7,23,30.463092423455635
20,14,60,15,40.01249804748511
45,59,30,1,59.90826320300064
15,51,58,9,60.108235708594876
6,49,21,8,43.657759905886145
0,14,32,20,32.55764119219941
3,1,26,55,58.69412236331676
31,42,60,24,34.132096331752024
15,54,26,26,30.083217912982647
18,62,54,24,52.3450093132096
3,31,62,56,64.07807737440318
23,55,34,26,31.016124838541646
29,56,52,28,36.235341863986875
37,58,15,22,42.190046219457976
62,13,59,51,38.118237105091836
33,23,14,50,33.015148038438355
59,57,11,38,51.62363799656123
13,4,62,55,70.7248188403477
7,33,35,57,36.87817782917155
4,30,63,37,59.413803110051795
51,9,22,58,56.938563381947034
4,40,33,16,37.64306044943742
50,60,11,45,41.78516483155236
60,41,7,56,55.08175741568164
38,2,2,26,43.266615305567875
49,24,3,26,46.04345773288535
34,2,1,28,42.01190307520001
53,38,21,43,32.38826948140329
2,39,6,6,33.24154027718932
1,25,18,58,37.12142238654117
53,52,8,31,49.658836071740545
58,26,21,3,43.56604182158393
4,36,37,4,45.967379738244816
58,56,61,8,48.093658625644196
60,16,40,55,43.829214001622255
61,22,26,0,41.340053217188775
3,26,51,43,50.92150822589606
33,47,3,26,36.61966684720111
10,36,42,58,38.8329756778952
52,50,17,40,36.40054944640259
42,3,15,41,46.61544808322666
51,10,62,53,44.384682042344295
39,2,18,42,45.17742799230607
43,51,26,26,30.23243291566195
10,55,58,32,53.225933528685054
59,59,18,2,70.21395872616783
27,2,45,59,59.77457653551382
20,12,27,55,43.56604182158393
0,11,57,52,70.21395872616783
47,25,60,58,35.4682957019364
53,62,17,8,64.89992295835181
50,40,63,2,40.162171256046406
51,11,40,50,40.52159917870962
12,60,38,24,44.40720662234904
59,11,1,12,58.008620049092706
35,7,19,35,32.2490309931942
17,9,50,29,38.58756276314948
20,63,6,31,34.92849839314596
27,9,32,52,43.289721643826724
1,7,46,63,71.84010022264724
53,61,20,39,39.66106403010388
53,41,27,62,33.421549934136806
63,7,5,59,77.89736837660179
60,49,63,3,46.09772228646444
46,57,10,21,50.91168824543142
63,56,10,2,75.66372975210778
9,49,17,8,41.773197148410844
36,51,30,8,43.41658669218482
20,37,54,59,40.496913462633174
58,19,26,13,32.55764119219941
44,10,15,46,46.22769732530488
16,39,51,7,47.4236228055175
20,62,13,1,61.40032573203501
7,61,0,15,46.52956049652737
14,56,18,9,47.16990566028302
18,49,52,2,58.008620049092706
59,15,18,62,62.369864518050704
31,53,38,4,49.49747468305833
63,26,26,51,44.654227123532216
5,10,35,22,32.31098884280702
12,59,49,11,60.60528029800704
17,55,46,14,50.21951811795888
7,62,19,26,37.94733192202055
6,63,0,29,34.52535300326414
56,48,12,48,44.0
59,34,45,7,30.4138126514911
25,52,59,41,35.73513677041127
46,61,7,15,60.30754513325841
2,8,21,55,50.695167422546305
41,4,10,47,53.009433122794285
19,15,57,62,60.440052945046304
9,15,44,56,53.907327887774215
