istart,jstart,igoal,jgoal,euclid
1,23,63,24,62.00806399170998
22,15,16,55,40.44749683231337
47,4,56,49,45.89117562233506
53,61,54,31,30.01666203960727
13,52,24,17,36.68787265568828
33,30,34,62,32.01562118716424
61,38,28,57,38.07886552931954
56,12,30,54,49.39635614091387
36,25,46,62,38.3275357934736
4,4,21,48,47.16990566028302
37,5,14,51,51.42956348249516
19,32,49,4,41.036569057366385
44,40,17,62,34.828149534535996
63,8,31,61,61.91122676865643
54,54,17,9,58.25804665451803
45,62,17,38,36.87817782917155
44,28,7,61,49.57822102496216
42,62,63,10,56.08029957123981
28,63,34,14,49.36598018878993
34,4,16,35,35.84689665786984
50,10,43,62,52.46903848937962
55,53,18,12,55.226805085936306
36,60,20,16,46.8187996428785
60,36,43,7,33.61547262794322
60,54,43,26,32.7566787083184
7,32,45,53,43.41658669218482
60,52,0,28,64.62197768561404
6,31,50,60,52.69724850502159
1,3,45,55,68.11754546370561
21,2,37,50,50.59644256269407
39,37,6,1,48.83646178829912
7,13,56,18,49.25444142409901
0,58,41,25,52.630789467763066
22,58,18,9,49.16299421312742
15,12,61,43,55.47071299343465
24,56,63,44,40.80441152620633
35,60,44,14,46.87216658103186
34,62,49,23,41.78516483155236
5,25,61,46,59.80802621722272
48,61,28,5,59.464274989274024
22,45,38,19,30.528675044947494
9,13,52,35,48.30113870293329
28,17,32,50,33.24154027718932
6,28,34,57,40.311288741492746
2,44,61,22,62.96824596572466
41,20,26,55,38.07886552931954
2,26,59,23,57.07889277132134
35,51,3,8,53.600373133029585
2,22,52,50,57.30619512757761
5,13,13,52,39.81205847478876
12,7,11,58,51.0098029794274
2,53,56,61,54.589376255824725
44,41,21,12,37.013511046643494
51,29,16,11,39.35733730830886
7,3,56,52,69.29646455628166
43,29,53,60,32.57299494980466
21,58,0,1,60.74537019394976
36,15,16,52,42.05948168962618
5,2,62,49,73.87827826905551
56,31,20,29,36.05551275463989
59,47,60,8,39.01281840626232
41,56,0,24,52.009614495783374
56,33,43,2,33.61547262794322
61,56,15,3,70.178344238091
10,46,46,63,39.81205847478876
0,39,18,11,33.28663395418648
9,19,63,29,54.91812087098393
27,56,43,0,58.240879114244144
24,48,57,28,38.58756276314948
3,17,57,58,67.80117993073571
11,63,53,13,65.29931086925804
6,56,16,1,55.90169943749474
19,53,43,20,40.80441152620633
50,20,11,48,48.010415536631214
43,18,62,60,46.09772228646444
45,1,10,22,40.8166632639171
39,0,21,44,47.53945729601885
54,4,25,19,32.64965543462902
54,3,3,42,64.20280367709809
33,28,59,61,42.01190307520001
62,29,9,62,62.433965115151864
56,47,26,10,47.634021455258214
20,10,4,59,51.54609587543949
32,20,62,61,50.80354318352215
57,23,14,59,56.08029957123981
61,0,40,54,57.9396237474839
9,4,40,7,31.144823004794873
2,24,63,1,65.19202405202648
33,51,57,8,49.24428900898052
57,21,6,63,66.06814663663572
13,4,5,59,55.57877292636101
63,37,6,17,60.40695324215582
24,27,20,63,36.22154055254967
32,2,55,40,44.41846462902562
28,60,50,4,60.166435825965294
55,63,16,54,40.024992192379
56,38,7,24,50.96076922496363
49,4,48,47,43.01162633521314
15,6,55,63,69.63476143421474
54,34,29,58,34.655446902326915
