istart,jstart,igoal,jgoal,euclid
52,3,39,41,40.162171256046406
58,45,41,4,44.384682042344295
43,56,8,42,37.69615364994153
40,28,52,58,32.31098884280702
60,40,26,4,49.51767361255979
12,1,13,34,33.015148038438355
25,17,9,52,38.48376280978771
26,26,55,51,38.28837943815329
55,60,25,32,41.036569057366385
50,50,40,4,47.07440918375928
5,18,27,56,43.9089968002003
23,49,45,4,50.08991914547278
57,60,19,23,53.03772242470448
13,56,60,0,73.10950690573696
19,61,1,35,31.622776601683793
63,61,50,4,58.463663928973865
59,36,0,7,65.7419196555744
55,32,4,5,57.706152185014034
20,39,56,47,36.87817782917155
25,39,37,10,31.38470965295043
0,15,36,7,36.87817782917155
54,33,46,62,30.083217912982647
7,28,51,42,46.17358552246078
1,43,54,5,65.21502894272147
9,6,19,47,42.20189569201838
1,3,8,38,35.6931365951495
46,15,7,19,39.20459156782532
28,11,7,44,39.11521443121589
7,14,61,5,54.74486277268398
52,46,20,35,33.83784863137726
48,58,11,32,45.221676218380054
9,45,39,29,34.0
56,25,0,23,56.0357029044876
4,28,45,48,45.617978911828175
52,44,42,2,43.174066289845804
2,57,38,48,37.107950630558946
42,41,60,12,34.132096331752024
19,6,23,49,43.18564576337837
20,12,59,36,45.79301256742124
57,43,4,19,58.180752831155424
2,37,60,28,58.69412236331676
5,38,57,9,59.53990258641679
28,56,3,28,37.53664875824692
37,29,58,52,31.144823004794873
63,50,5,34,60.166435825965294
57,55,27,15,50.0
11,29,60,37,49.64876634922564
43,58,9,11,58.008620049092706
54,10,21,32,39.66106403010388
52,45,7,48,45.09988913511872
14,3,56,8,42.2965719651132
60,30,14,3,53.33854141237835
43,20,63,44,31.240998703626616
25,18,59,9,35.17101079013795
27,54,19,22,32.984845004941285
62,4,6,57,77.10382610480494
44,20,12,12,32.984845004941285
3,25,39,30,36.345563690772494
56,0,23,20,38.58756276314948
45,56,21,31,34.655446902326915
2,62,61,58,59.135437767890075
60,37,23,44,37.656340767525464
25,49,58,13,48.83646178829912
61,61,17,0,75.21303078589507
43,51,63,7,48.33218389437829
4,45,43,12,51.088159097779204
3,63,35,49,34.92849839314596
51,59,13,42,41.6293165929973
51,16,1,53,62.20128616033595
57,4,26,12,32.01562118716424
11,7,49,7,38.0
59,61,54,14,47.265209192385896
2,28,52,48,53.85164807134504
42,48,62,11,42.05948168962618
1,13,46,61,65.79513659838392
23,3,60,48,58.25804665451803
13,63,41,0,68.94200461257273
55,33,20,0,48.104053883222775
63,48,28,5,55.44366510251645
48,55,11,4,63.00793600809346
21,63,27,16,47.38143096192854
43,16,1,17,42.01190307520001
54,50,1,27,57.77542730261716
53,20,50,62,42.1070065428546
24,45,55,44,31.016124838541646
0,21,56,38,58.52349955359813
27,34,58,40,31.575306807693888
0,38,53,62,58.180752831155424
45,43,49,10,33.24154027718932
63,14,55,50,36.87817782917155
11,56,41,15,50.80354318352215
63,54,26,60,37.48332962798263
63,44,20,59,45.5411901469428
17,3,28,34,32.89376840679705
60,25,8,28,52.08646657242167
27,36,54,51,30.886890422961002
49,24,5,32,44.721359549995796
26,59,10,33,30.528675044947494
50,20,55,61,41.30375285612676
29,20,3,46,36.76955262170047
