istart,jstart,igoal,jgoal,euclid
50,8,5,16,45.70557952810576
46,3,47,61,58.008620049092706
41,53,1,2,64.81512169239521
14,30,41,10,33.60059523282288
41,17,49,56,39.81205847478876
42,36,3,25,40.52159917870962
52,13,15,26,39.21734310225516
1,2,20,49,50.695167422546305
24,59,23,25,34.0147027033899
20,45,47,25,33.60059523282288
15,50,28,16,36.40054944640259
3,9,56,33,58.180752831155424
20,61,5,6,57.0087712549569
1,45,54,45,53.0
58,4,26,13,33.24154027718932
26,50,56,8,51.61395160225576
54,54,21,13,52.630789467763066
63,46,14,19,55.94640292279746
1,53,59,45,58.54912467321779
7,33,61,47,55.78530272392541
15,3,60,44,60.876925020897694
57,60,10,34,53.71219600798314
44,0,23,34,39.96248240537617
33,3,31,62,59.033888572581766
2,13,30,50,46.400431032480725
20,51,38,13,42.04759208325728
54,16,46,62,46.69047011971501
0,15,32,50,47.4236228055175
60,14,6,4,54.91812087098393
19,2,60,49,62.369864518050704
41,9,29,54,46.57252408878007
3,51,59,9,70.0
33,55,54,16,44.294469180700204
1,35,60,53,61.68468205316454
4,14,40,4,37.36308338453881
21,6,37,52,48.703182647543684
26,55,35,17,39.05124837953327
44,56,25,25,36.359317925395686
29,11,61,32,38.27531841800928
1,16,58,8,57.55866572463264
5,61,52,2,75.43208866258443
0,17,58,16,58.008620049092706
37,8,42,42,34.36568055487916
0,14,46,54,60.959002616512684
49,16,49,59,43.0
60,3,22,46,57.38466694161429
45,7,59,57,51.92301994298868
6,15,30,46,39.20459156782532
26,17,37,58,42.44997055358225
62,60,1,49,61.98386886924694
3,35,36,46,34.785054261852174
56,62,22,58,34.23448553724738
3,11,11,60,49.64876634922564
42,26,11,42,34.88552708502482
57,2,29,52,57.30619512757761
54,54,10,55,44.01136216933077
33,61,40,2,59.413803110051795
46,61,11,16,57.0087712549569
10,25,31,54,35.805027579936315
49,59,14,3,66.03786792439622
59,46,2,26,60.40695324215582
50,11,9,16,41.30375285612676
26,14,57,29,34.438350715445125
18,25,60,2,47.885279575251516
39,30,62,6,33.24154027718932
59,62,34,0,66.85057965343307
58,42,9,42,49.0
52,63,12,57,40.44749683231337
36,5,6,62,64.41273166075166
13,56,24,6,51.19570294468082
32,12,2,59,55.758407437802596
45,28,1,62,55.60575509783138
16,12,44,48,45.60701700396552
36,58,3,51,33.734255586866
26,26,44,0,31.622776601683793
42,51,61,27,30.610455730027933
28,18,33,59,41.30375285612676
57,6,4,25,56.302753041036986
39,27,34,62,35.35533905932738
45,26,13,46,37.73592452822641
45,9,39,45,36.49657518178932
2,14,55,61,70.83784299369935
48,9,11,62,64.63745044476924
55,0,25,63,69.77822009767804
57,31,30,6,36.796738985948195
46,13,3,46,54.20332093147061
56,45,40,6,42.15447781671598
43,32,6,12,42.05948168962618
62,5,1,59,81.46778504415104
56,60,28,34,38.2099463490856
61,57,12,3,72.91776189653656
4,52,32,9,51.31276644267
30,53,55,30,33.97057550292606
1,33,40,14,43.382023926967726
27,13,59,50,48.91829923454004
11,0,60,47,67.89698078707183
56,34,15,60,48.54894437575342
58,49,8,58,50.80354318352215
34,31,2,7,40.0
28,14,59,29,34.438350715445125
