istart,jstart,igoal,jgoal,euclid
0,50,22,8,47.41307836451879
37,29,0,35,37.48332962798263
3,50,35,63,34.539832078341085
37,0,3,14,36.76955262170047
59,3,33,22,32.202484376209235
22,42,23,4,38.01315561749642
28,2,19,38,37.107950630558946
31,57,60,31,38.948684188300895
17,61,57,59,40.049968789001575
51,3,18,59,65.0
43,61,6,9,63.8200595424354
34,28,56,58,37.20215047547655
5,60,22,10,52.81098370604357
57,32,29,63,41.773197148410844
6,49,37,1,57.14017850864661
6,42,34,2,48.82622246293481
46,28,10,36,36.87817782917155
40,33,10,36,30.14962686336267
60,41,24,3,52.3450093132096
47,28,1,13,48.38388161361178
44,60,6,9,63.60031446463138
59,41,4,17,60.00833275470999
20,3,62,12,42.95346318982906
32,63,52,37,32.802438933713454
56,49,24,12,48.91829923454004
17,31,60,57,50.24937810560445
18,37,53,10,44.204072210600685
1,46,1,5,41.0
36,32,8,3,40.311288741492746
27,48,24,12,36.124783736376884
12,57,5,11,46.52956049652737
11,19,0,58,40.52159917870962
4,25,62,20,58.215118311311535
55,6,31,28,32.55764119219941
54,42,28,15,37.48332962798263
24,12,8,40,32.2490309931942
59,31,34,54,33.97057550292606
58,12,8,37,55.90169943749474
61,16,33,3,30.870698080866262
49,38,35,1,39.56008088970496
25,1,26,54,53.009433122794285
50,55,21,45,30.675723300355934
61,1,5,54,77.10382610480494
18,0,42,26,35.38361202590826
14,27,44,11,34.0
46,35,13,39,33.24154027718932
0,6,45,13,45.5411901469428
1,21,16,50,32.64965543462902
60,10,13,49,61.07372593840988
32,63,15,16,49.9799959983992
14,20,58,32,45.60701700396552
30,58,1,36,36.40054944640259
2,13,33,56,53.009433122794285
22,32,42,0,37.73592452822641
40,5,7,53,58.249463516842795
52,41,17,11,46.09772228646444
15,6,1,58,53.85164807134504
42,32,10,0,45.254833995939045
31,59,24,9,50.48762224545735
37,15,49,59,45.60701700396552
55,46,47,1,45.70557952810576
59,55,38,20,40.8166632639171
5,31,2,61,30.14962686336267
59,21,30,32,31.016124838541646
55,39,22,11,43.278170016764804
6,58,62,29,63.06346010171025
21,54,7,5,50.96076922496363
13,62,33,3,62.297672508690084
0,55,37,0,66.2872536767062
2,33,51,47,50.96076922496363
14,3,27,51,49.72926703662542
2,15,36,11,34.23448553724738
17,0,41,27,36.124783736376884
63,34,14,42,49.64876634922564
24,10,55,48,49.040799340956916
25,61,25,12,49.0
31,24,0,54,43.139309220245984
49,56,0,32,54.56189146281496
33,11,21,63,53.36665625650534
43,9,50,51,42.579337712087536
9,20,29,59,43.829214001622255
59,13,5,20,54.45181356024793
21,5,19,55,50.039984012787215
55,43,23,4,50.44799302251776
32,10,12,40,36.05551275463989
51,13,3,16,48.093658625644196
59,34,18,43,41.97618372363071
22,56,53,7,57.982756057296896
59,31,8,44,52.630789467763066
56,25,53,57,32.14031735997639
57,61,48,26,36.138621999185304
32,4,20,47,44.64302857109943
51,28,2,29,49.01020301937138
51,0,54,57,57.07889277132134
4,47,38,9,50.99019513592785
0,17,53,57,66.40030120413611
25,1,52,58,63.071388124885914
45,56,58,12,45.880278987817846
7,59,24,15,47.16990566028302
0,57,13,29,30.870698080866262
