istart,jstart,igoal,jgoal,euclid
11,15,59,26,49.24428900898052
48,17,0,29,49.47726750741192
22,24,16,58,34.52535300326414
4,52,11,12,40.607881008493905
30,12,19,41,31.016124838541646
61,14,4,29,58.9406481131655
45,35,1,30,44.28317965096906
9,39,40,33,31.575306807693888
6,41,42,51,37.36308338453881
31,22,11,60,42.941821107167776
43,61,59,19,44.94441010848846
52,14,9,44,52.43090691567332
2,11,60,53,71.61005515987263
32,20,62,1,35.510561809129406
43,51,10,56,33.37663853655727
4,61,60,28,65.0
46,56,44,4,52.03844732503075
38,18,11,39,34.20526275297414
62,3,21,55,66.21933252457322
2,30,0,63,33.06055050963308
2,46,21,0,49.76946855251722
46,33,15,14,36.359317925395686
21,61,53,7,62.76941930590086
1,13,59,38,63.15853069855251
0,28,38,61,50.32891812864648
23,12,63,34,45.65084884205331
44,8,8,36,45.60701700396552
26,8,30,50,42.190046219457976
57,30,22,48,39.35733730830886
33,60,15,19,44.77722635447622
61,56,11,3,72.86288492778748
34,0,18,54,56.32051136131489
59,32,33,11,33.421549934136806
8,16,52,11,44.28317965096906
12,58,58,9,67.20863039818622
34,57,54,25,37.73592452822641
60,54,14,57,46.09772228646444
3,40,63,26,61.61168720299745
53,44,31,12,38.8329756778952
63,54,31,46,32.984845004941285
1,61,52,5,75.7429864739964
58,54,4,8,70.9365914038728
49,56,17,34,38.8329756778952
40,35,10,54,35.510561809129406
16,63,47,55,32.01562118716424
17,57,52,8,60.21627686929839
22,3,36,44,43.32435804486894
6,51,62,44,56.43580423808985
4,16,35,53,48.27007354458868
6,41,50,58,47.16990566028302
1,19,39,14,38.3275357934736
46,41,16,27,33.1058907144937
2,24,38,2,42.190046219457976
52,11,20,11,32.0
17,63,60,62,43.01162633521314
59,18,14,1,48.104053883222775
23,0,32,45,45.89117562233506
50,17,53,60,43.104524124504614
55,28,19,45,39.81205847478876
8,21,57,0,53.31041174104736
6,12,14,45,33.95585369269929
13,20,61,9,49.24428900898052
56,25,24,13,34.17601498127012
51,45,11,46,40.01249804748511
26,8,45,51,47.01063709417264
55,7,6,11,49.16299421312742
18,0,19,33,33.015148038438355
5,16,39,29,36.40054944640259
41,57,30,12,46.32493928760188
18,39,55,60,42.5440947723653
42,5,22,34,35.22782990761707
41,15,6,36,40.8166632639171
49,30,6,40,44.14748010928823
52,48,11,5,59.413803110051795
11,53,5,17,36.49657518178932
36,39,56,2,42.05948168962618
56,40,26,3,47.634021455258214
18,25,49,24,31.016124838541646
28,1,0,24,36.235341863986875
5,17,18,46,31.78049716414141
57,47,49,13,34.92849839314596
5,5,39,19,36.76955262170047
12,50,44,51,32.01562118716424
52,39,6,16,51.42956348249516
0,47,58,6,71.02816342831905
35,12,57,56,49.193495504995376
31,48,33,16,32.0624390837628
49,54,52,4,50.08991914547278
8,40,39,0,50.60632371551998
17,61,9,12,49.64876634922564
30,40,63,24,36.6742416417845
41,9,4,33,44.10215414239989
11,41,5,8,33.54101966249684
59,54,8,13,65.43699259593154
24,2,25,60,58.008620049092706
52,62,14,41,43.41658669218482
49,46,22,30,31.38470965295043
11,7,45,44,50.24937810560445
63,42,0,18,67.4166151627327
13,32,48,62,46.09772228646444
