istart,jstart,igoal,jgoal,euclid
14,15,58,13,44.04543109109048
59,53,1,13,70.45565981523414
10,56,42,36,37.73592452822641
61,6,7,35,61.29437168288782
54,22,13,5,44.384682042344295
57,39,8,34,49.25444142409901
59,43,2,46,57.07889277132134
38,51,15,9,47.885279575251516
33,54,60,36,32.449961479175904
50,9,13,15,37.48332962798263
3,6,2,40,34.0147027033899
48,48,53,17,31.400636936215164
60,53,13,61,47.67598976424087
15,36,63,57,52.392747589718944
59,7,11,5,48.041648597857254
54,54,50,2,52.15361924162119
6,59,36,52,30.805843601498726
38,51,15,18,40.22437072223753
2,2,32,10,31.04834939252005
15,55,53,18,53.03772242470448
51,13,9,16,42.1070065428546
31,6,31,55,49.0
13,9,57,56,64.38167441127949
45,3,19,63,65.39113089708727
20,21,63,56,55.44366510251645
43,56,9,19,50.24937810560445
50,53,19,8,54.644304369257
20,9,0,45,41.182520563948
12,39,63,18,55.154328932550705
44,12,39,54,42.2965719651132
25,0,18,42,42.579337712087536
61,14,28,19,33.37663853655727
54,52,15,60,39.81205847478876
61,36,26,0,50.20956084253277
29,51,31,20,31.064449134018133
44,35,18,62,37.48332962798263
51,42,20,58,34.88552708502482
45,61,17,35,38.2099463490856
8,56,60,63,52.46903848937962
50,39,11,11,48.010415536631214
32,55,37,21,34.36568055487916
49,13,9,37,46.647615158762406
40,41,32,9,32.984845004941285
60,16,25,55,52.40229002629561
8,49,36,36,30.870698080866262
36,49,47,6,44.384682042344295
56,1,21,52,61.85466837676846
28,19,46,56,41.14608122288197
51,45,27,15,38.41874542459709
15,58,19,22,36.22154055254967
44,42,0,9,55.0
12,60,61,22,62.00806399170998
39,2,33,62,60.29925372672534
62,16,15,3,48.76474136094644
56,10,9,1,47.853944456021594
61,62,7,52,54.91812087098393
43,13,62,39,32.202484376209235
0,59,10,1,58.855755878248644
40,46,46,16,30.59411708155671
31,42,18,2,42.05948168962618
7,59,36,32,39.6232255123179
52,52,22,62,31.622776601683793
57,3,12,48,63.63961030678928
12,38,40,63,37.53664875824692
56,36,0,15,59.80802621722272
62,6,3,53,75.43208866258443
3,63,56,60,53.08483775994799
8,55,25,5,52.81098370604357
25,3,49,52,54.56189146281496
57,60,7,61,50.00999900019995
12,20,49,60,54.48853090330111
17,38,1,2,39.395431207184416
2,51,43,14,55.226805085936306
62,36,8,62,59.93329625508679
62,53,24,17,52.3450093132096
6,37,19,7,32.69556544854363
50,16,8,8,42.7551166528639
37,38,10,58,33.60059523282288
21,17,12,56,40.024992192379
4,11,48,5,44.40720662234904
0,8,63,11,63.071388124885914
37,18,34,60,42.1070065428546
11,19,21,61,43.174066289845804
18,13,63,33,49.24428900898052
36,57,61,11,52.354560450833695
15,48,47,16,45.254833995939045
43,6,6,6,37.0
28,46,63,22,42.43819034784589
21,6,8,44,40.162171256046406
61,33,29,39,32.55764119219941
35,7,25,39,33.52610922848042
38,2,14,33,39.20459156782532
25,36,45,2,39.44616584663204
54,0,40,61,62.5859409132754
2,34,54,51,54.70831746635972
54,62,48,22,40.44749683231337
15,34,46,45,32.89376840679705
12,33,1,1,33.83784863137726
43,16,9,1,37.16180835212409
61,36,20,63,49.09175083453431
