istart,jstart,igoal,jgoal,euclid
7,0,61,36,64.89992295835181
19,61,9,16,46.09772228646444
63,1,1,49,78.40918313565064
20,28,47,54,37.48332962798263
1,3,58,46,71.40028011149536
55,3,36,38,39.824615503479755
14,8,63,35,55.94640292279746
15,43,10,7,36.345563690772494
55,4,5,33,57.8013840664737
10,4,55,47,62.24146527838174
6,1,36,13,32.31098884280702
42,9,50,55,46.69047011971501
48,62,1,58,47.16990566028302
38,47,3,4,55.44366510251645
50,19,16,48,44.68780594300866
55,6,37,35,34.132096331752024
34,6,9,27,32.64965543462902
16,46,20,6,40.19950248448356
47,6,30,35,33.61547262794322
11,18,18,59,41.593268686170845
40,60,36,3,57.14017850864661
11,10,1,50,41.23105625617661
49,17,12,39,43.04648650006177
20,3,35,29,30.01666203960727
9,26,43,50,41.617304093369626
19,49,63,5,62.22539674441618
37,35,5,20,35.34119409414458
35,41,2,16,41.400483088968905
15,38,20,8,30.4138126514911
22,28,58,15,38.27531841800928
38,11,13,45,42.20189569201838
57,5,5,17,53.36665625650534
28,37,14,1,38.62641583165593
36,11,15,41,36.61966684720111
41,57,2,12,59.54829972383762
5,32,62,46,58.69412236331676
16,9,50,48,51.73973328110612
63,45,30,34,34.785054261852174
35,17,36,55,38.01315561749642
49,8,1,49,63.12685640834652
57,59,59,17,42.04759208325728
4,43,33,61,34.132096331752024
0,35,33,61,42.01190307520001
22,20,36,56,38.62641583165593
4,25,52,63,61.220911460055866
33,21,51,59,42.04759208325728
36,20,6,56,46.861498055439924
50,6,4,56,67.94115100585212
48,49,21,24,36.796738985948195
8,27,52,20,44.553338819890925
33,50,0,28,39.66106403010388
32,37,57,11,36.069377593742864
14,8,48,46,50.99019513592785
7,16,40,23,33.734255586866
22,40,53,43,31.144823004794873
15,45,46,20,39.824615503479755
43,13,42,45,32.01562118716424
62,14,29,35,39.11521443121589
43,7,48,44,37.33630940518894
12,31,56,63,54.405882034941776
10,14,53,36,48.30113870293329
46,29,9,7,43.04648650006177
11,10,55,22,45.60701700396552
10,38,56,29,46.87216658103186
40,18,42,55,37.05401462729781
1,14,16,51,39.92492955535426
62,15,57,57,42.2965719651132
10,45,16,5,40.44749683231337
14,25,57,28,43.104524124504614
1,22,41,12,41.23105625617661
47,51,33,12,41.43669871020132
49,9,3,29,50.15974481593781
54,57,48,3,54.3323108288245
50,6,17,13,33.734255586866
36,55,44,14,41.773197148410844
0,10,51,25,53.16013544000805
44,20,46,62,42.04759208325728
7,40,8,5,35.014282800023196
44,29,6,28,38.01315561749642
33,3,0,15,35.11409973215888
35,43,12,4,45.27692569068709
45,5,4,11,41.43669871020132
56,1,0,7,56.32051136131489
19,1,58,40,55.154328932550705
21,2,46,25,33.97057550292606
46,52,9,24,46.400431032480725
22,39,57,4,49.49747468305833
44,30,44,61,31.0
56,18,36,42,31.240998703626616
46,24,3,56,53.600373133029585
38,0,8,37,47.634021455258214
63,45,15,51,48.373546489791295
13,5,49,29,43.266615305567875
17,9,56,39,49.20365840057018
10,63,1,4,59.682493245507096
12,60,36,33,36.124783736376884
4,63,14,12,51.97114584074513
56,20,2,41,57.9396237474839
42,46,54,10,37.94733192202055
57,31,27,62,43.139309220245984
