istart,jstart,igoal,jgoal,euclid
34,60,57,28,39.408120990476064
63,1,33,27,39.698866482558415
3,35,61,38,58.077534382926416
63,59,37,1,63.56099432828282
8,23,45,25,37.05401462729781
63,32,21,18,44.27188724235731
49,37,30,11,32.202484376209235
59,2,5,23,57.9396237474839
20,54,32,15,40.80441152620633
29,52,63,14,50.99019513592785
30,8,4,62,59.93329625508679
8,54,0,22,32.984845004941285
29,12,7,39,34.828149534535996
23,31,61,41,39.293765408777
58,51,63,17,34.36568055487916
59,63,17,6,70.80254232723568
39,55,30,17,39.05124837953327
63,60,10,58,53.03772242470448
10,24,43,1,40.22437072223753
18,61,58,2,71.28113354878694
24,2,55,43,51.40038910358559
46,6,9,46,54.48853090330111
33,3,12,62,62.625873247404705
37,10,22,42,35.34119409414458
43,22,1,40,45.69463863518345
57,52,25,46,32.55764119219941
0,24,44,58,55.60575509783138
51,17,32,63,49.76946855251722
34,51,18,14,40.311288741492746
34,61,59,20,48.02082881417188
45,13,5,24,41.48493702538308
8,1,40,13,34.17601498127012
63,5,9,38,63.28506932918696
58,53,4,52,54.00925846556311
15,21,62,63,63.0317380372777
42,50,41,4,46.010868281309364
8,0,53,61,75.8023746329889
44,2,10,50,58.82176467941097
52,2,15,14,38.897300677553446
22,8,52,51,52.43090691567332
0,58,50,34,55.46169849544819
5,4,37,22,36.71511950137164
11,3,39,57,60.8276253029822
45,56,4,61,41.30375285612676
61,44,9,21,56.859475903318
6,53,56,55,50.039984012787215
25,46,57,42,32.2490309931942
39,20,6,54,47.38143096192854
3,58,11,21,37.8549864614954
5,42,63,61,61.032778078668514
49,49,35,11,40.496913462633174
25,22,13,59,38.897300677553446
57,62,23,0,70.71067811865476
56,58,11,47,46.32493928760188
5,52,57,16,63.245553203367585
1,2,21,62,63.245553203367585
50,40,2,45,48.25971404805462
47,4,47,41,37.0
34,11,36,58,47.042533945356304
14,16,56,5,43.41658669218482
2,1,25,24,32.526911934581186
46,53,18,6,54.70831746635972
22,43,27,10,33.37663853655727
53,42,26,6,45.0
17,19,22,57,38.3275357934736
60,6,43,54,50.92150822589606
49,53,61,7,47.53945729601885
17,0,6,60,61.0
21,6,54,29,40.22437072223753
25,10,52,24,30.4138126514911
52,56,56,16,40.19950248448356
57,27,7,63,61.61168720299745
46,14,12,27,36.40054944640259
8,42,39,8,46.010868281309364
21,62,30,23,40.024992192379
3,40,52,20,52.92447448959697
58,48,6,42,52.3450093132096
8,63,34,10,59.033888572581766
10,54,24,12,44.27188724235731
4,10,21,56,49.040799340956916
47,12,59,44,34.17601498127012
4,47,50,1,65.05382386916237
58,15,48,50,36.40054944640259
28,21,4,1,31.240998703626616
33,59,48,20,41.78516483155236
58,16,23,15,35.014282800023196
30,63,10,23,44.721359549995796
32,6,2,25,35.510561809129406
35,50,56,26,31.89043743820395
3,51,57,37,55.78530272392541
19,0,60,56,69.40461079784254
52,40,27,19,32.64965543462902
20,34,53,56,39.66106403010388
39,30,42,0,30.14962686336267
49,22,61,61,40.80441152620633
1,37,44,29,43.73785545725808
57,19,29,58,48.010415536631214
57,34,12,7,52.478567053607705
60,25,3,9,59.20304046246274
27,10,47,50,44.721359549995796
