istart,jstart,igoal,jgoal,euclid
47,56,27,24,37.73592452822641
32,42,0,36,32.55764119219941
56,26,2,29,54.08326913195984
55,4,37,55,54.08326913195984
7,57,46,14,58.05170109479997
56,47,11,62,47.43416490252569
2,5,9,57,52.46903848937962
7,58,56,10,68.59300255857006
36,7,58,32,33.301651610693426
19,9,4,43,37.16180835212409
14,50,2,22,30.463092423455635
26,52,19,14,38.63935817272331
56,9,51,41,32.38826948140329
9,5,19,41,37.36308338453881
10,52,15,0,52.23983154643591
7,12,37,45,44.598206241955516
53,2,6,12,48.05205510693585
15,9,54,27,42.95346318982906
56,61,31,21,47.16990566028302
50,7,13,2,37.33630940518894
24,31,62,3,47.20169488482379
2,42,31,32,30.675723300355934
2,12,59,32,60.40695324215582
18,63,21,1,62.07253821135398
47,2,33,50,50.0
25,52,48,18,41.048751503547585
37,11,8,43,43.18564576337837
35,3,44,37,35.17101079013795
22,43,42,18,32.01562118716424
51,20,7,3,47.16990566028302
15,47,54,43,39.20459156782532
8,50,24,3,49.64876634922564
55,15,8,51,59.20304046246274
19,24,50,22,31.064449134018133
58,45,21,3,55.97320787662612
10,51,3,9,42.579337712087536
16,62,34,23,42.95346318982906
40,44,1,35,40.024992192379
21,1,17,47,46.17358552246078
45,11,1,11,44.0
43,22,11,14,32.984845004941285
33,48,47,5,45.221676218380054
14,48,44,54,30.59411708155671
63,11,18,21,46.09772228646444
57,0,1,34,65.5133574166368
6,9,16,62,53.9351462406472
32,54,11,16,43.41658669218482
41,44,5,27,39.81205847478876
49,63,37,6,58.249463516842795
48,49,12,52,36.124783736376884
34,57,51,17,43.46262762420146
10,39,36,5,42.80186911806539
60,62,13,53,47.853944456021594
15,8,32,33,30.23243291566195
16,5,61,61,71.84010022264724
52,58,23,40,34.132096331752024
51,17,63,55,39.84971769034255
55,61,2,23,65.21502894272147
52,20,2,32,51.419840528729765
40,57,7,13,55.0
57,50,63,18,32.55764119219941
59,35,26,60,41.400483088968905
6,43,59,4,65.80273550544841
9,6,39,20,33.1058907144937
15,54,45,38,34.0
54,13,15,9,39.20459156782532
37,60,5,4,64.4980619863884
50,60,7,35,49.73932046178355
33,59,57,21,44.94441010848846
15,6,36,63,60.74537019394976
52,57,34,1,58.82176467941097
21,51,41,9,46.51881339845203
25,20,29,51,31.25699921617557
60,38,15,2,57.62811813689564
59,35,9,23,51.419840528729765
62,1,3,27,64.47480127925948
51,42,17,59,38.01315561749642
14,18,37,51,40.22437072223753
50,34,4,43,46.87216658103186
57,20,8,2,52.20153254455275
15,8,58,36,51.31276644267
48,49,63,23,30.01666203960727
0,50,34,61,35.73513677041127
48,41,35,6,37.33630940518894
10,42,31,20,30.4138126514911
49,48,8,60,42.720018726587654
31,39,61,28,31.953090617340916
10,8,33,40,39.408120990476064
51,58,8,41,46.238512086787566
0,55,47,7,67.17886572427373
33,62,60,43,33.015148038438355
33,34,63,62,41.036569057366385
5,19,60,10,55.731499172371095
55,8,24,57,57.982756057296896
29,43,2,18,36.796738985948195
0,58,63,36,66.73080248281148
58,60,2,24,66.57326790837296
29,49,6,8,47.01063709417264
51,4,36,58,56.04462507680822
5,20,54,0,52.92447448959697
