istart,jstart,igoal,jgoal,euclid
6,4,51,19,47.43416490252569
19,35,49,0,46.09772228646444
1,61,41,2,71.28113354878694
63,6,20,23,46.238512086787566
25,59,6,4,58.18934610390462
52,12,48,59,47.16990566028302
9,27,47,28,38.01315561749642
29,41,60,24,35.35533905932738
57,33,47,4,30.675723300355934
19,21,1,53,36.71511950137164
23,18,61,57,54.45181356024793
40,49,2,27,43.9089968002003
34,63,63,27,46.22769732530488
33,8,34,51,43.01162633521314
1,6,58,43,67.95586803212802
49,34,12,54,42.05948168962618
42,60,37,9,51.24451190127583
39,16,2,31,39.92492955535426
63,54,32,63,32.28002478313795
33,62,9,24,44.94441010848846
26,6,35,45,40.024992192379
26,60,26,27,33.0
32,13,2,8,30.4138126514911
18,1,59,37,54.56189146281496
7,28,58,52,56.36488268416781
25,6,5,55,52.92447448959697
15,4,55,56,65.60487786742691
62,50,25,54,37.21558813185679
37,54,59,33,30.4138126514911
38,10,55,40,34.48187929913333
24,1,18,41,40.44749683231337
27,40,63,54,38.62641583165593
59,32,31,51,33.83784863137726
54,56,62,11,45.70557952810576
25,30,61,19,37.64306044943742
49,33,4,8,51.478150704935004
49,11,35,41,33.1058907144937
52,29,17,1,44.82186966202994
32,63,37,17,46.2709412050371
13,57,47,41,37.57658845611187
16,48,43,15,42.638011210655684
50,16,61,57,42.44997055358225
60,0,62,40,40.049968789001575
60,45,38,6,44.77722635447622
1,33,31,16,34.48187929913333
61,21,22,25,39.20459156782532
5,59,14,28,32.28002478313795
2,21,33,62,51.40038910358559
18,0,0,39,42.95346318982906
28,46,50,17,36.40054944640259
35,0,50,53,55.08175741568164
52,7,29,47,46.14108798023731
26,13,56,40,40.36087214122113
10,3,35,45,48.877397639399746
25,31,51,8,34.713109915419565
19,24,46,8,31.38470965295043
7,10,35,54,52.15361924162119
50,53,2,16,60.60528029800704
60,7,57,48,41.10960958218893
11,25,5,58,33.54101966249684
19,48,0,14,38.948684188300895
5,45,61,3,70.0
7,52,28,11,46.06517122512408
2,48,63,25,65.19202405202648
52,9,3,10,49.01020301937138
57,28,26,63,46.75467891024384
22,29,60,54,45.48626166217664
5,31,53,33,48.041648597857254
54,50,5,28,53.71219600798314
21,57,54,24,46.66904755831214
2,28,23,63,40.8166632639171
47,1,2,26,51.478150704935004
60,8,26,42,48.08326112068523
7,55,36,45,30.675723300355934
4,28,34,14,33.1058907144937
51,55,54,13,42.1070065428546
33,56,25,27,30.083217912982647
41,9,49,44,35.90264614203248
22,5,43,49,48.75448697299562
13,63,18,1,62.20128616033595
7,47,52,7,60.207972893961475
39,53,54,6,49.33558553417604
9,25,49,36,41.48493702538308
20,53,54,19,48.08326112068523
52,55,61,15,41.0
10,3,61,25,55.54277630799526
24,32,5,56,30.610455730027933
14,4,51,11,37.656340767525464
24,10,18,57,47.38143096192854
35,4,17,32,33.28663395418648
27,21,12,53,35.34119409414458
6,17,49,47,52.43090691567332
33,61,4,49,31.38470965295043
39,55,49,12,44.14748010928823
32,60,17,30,33.54101966249684
41,62,16,30,40.607881008493905
33,42,60,13,39.6232255123179
53,22,58,59,37.33630940518894
44,1,55,54,54.12947441089743
35,42,34,9,33.015148038438355
