istart,jstart,igoal,jgoal,euclid
9,10,6,47,37.12142238654117
2,42,23,7,40.8166632639171
29,46,10,9,41.593268686170845
9,22,14,54,32.38826948140329
48,53,5,27,50.24937810560445
52,60,54,4,56.0357029044876
3,9,62,13,59.135437767890075
62,32,23,61,48.60041152089147
63,51,30,62,34.785054261852174
6,27,57,26,51.0098029794274
45,43,1,20,49.64876634922564
30,4,3,52,55.072679252057455
0,10,46,44,57.201398584300364
3,51,37,41,35.4400902933387
7,14,14,54,40.607881008493905
38,57,11,26,41.10960958218893
40,55,12,24,41.773197148410844
16,4,5,58,55.10898293381942
0,17,45,30,46.84015371452148
31,62,5,47,30.01666203960727
33,7,52,62,58.18934610390462
45,51,61,13,41.23105625617661
7,62,40,63,33.015148038438355
15,30,49,52,40.496913462633174
52,56,10,59,42.1070065428546
3,42,44,6,54.56189146281496
30,5,16,58,54.817880294662984
33,46,33,7,39.0
56,20,4,2,55.02726596879042
11,55,9,6,49.040799340956916
32,44,62,21,37.8021163428716
6,22,40,8,36.76955262170047
6,26,16,62,37.36308338453881
33,48,5,0,55.569775957799216
52,50,6,32,49.39635614091387
13,61,1,20,42.720018726587654
22,5,50,28,36.235341863986875
4,0,47,42,60.108235708594876
35,24,26,62,39.05124837953327
55,30,7,12,51.264022471905186
5,56,52,52,47.16990566028302
51,7,7,13,44.40720662234904
7,52,53,3,67.20863039818622
0,60,62,29,69.31810730249349
12,7,60,38,57.14017850864661
7,49,54,25,52.773099207835045
27,35,31,1,34.23448553724738
45,16,47,61,45.044422518220834
59,60,31,43,32.7566787083184
3,14,45,1,43.965895873961216
31,39,61,48,31.32091952673165
4,21,56,15,52.3450093132096
21,28,42,62,39.96248240537617
1,22,37,20,36.05551275463989
62,46,5,47,57.0087712549569
51,46,6,18,53.0
25,25,59,8,38.01315561749642
46,10,36,49,40.26164427839479
32,57,55,32,33.97057550292606
53,49,57,19,30.265491900843113
2,36,50,34,48.041648597857254
2,39,61,46,59.413803110051795
26,12,57,24,33.24154027718932
47,53,6,32,46.06517122512408
60,20,9,18,51.03920062069938
11,62,46,27,49.49747468305833
52,39,56,6,33.24154027718932
12,51,59,36,49.33558553417604
13,2,10,55,53.08483775994799
5,34,59,37,54.08326913195984
33,16,52,59,47.01063709417264
52,36,15,29,37.656340767525464
11,30,51,20,41.23105625617661
45,22,11,42,39.44616584663204
38,6,43,47,41.30375285612676
56,52,33,1,55.94640292279746
52,53,17,6,58.60034129593445
28,48,57,12,46.22769732530488
59,11,11,33,52.80151512977634
22,2,21,56,54.00925846556311
33,49,3,29,36.05551275463989
44,0,46,44,44.04543109109048
2,35,60,8,63.97655820689325
3,57,60,54,57.07889277132134
60,27,7,0,59.481089431852205
61,59,8,23,64.07027391856539
6,26,43,11,39.92492955535426
47,23,0,53,55.758407437802596
28,55,13,28,30.886890422961002
63,37,29,28,35.17101079013795
56,21,20,44,42.720018726587654
11,1,39,44,51.31276644267
46,11,6,57,60.959002616512684
55,2,29,33,40.45985664828782
56,52,1,36,57.28001396647874
16,60,52,7,64.07027391856539
52,53,24,40,30.870698080866262
8,43,62,19,59.09314681077663
46,27,19,53,37.48332962798263
29,24,4,56,40.607881008493905
