istart,jstart,igoal,jgoal,euclid
63,7,22,56,63.89053137985315
37,10,9,25,31.76476034853718
25,24,63,61,53.03772242470448
12,40,63,4,62.42595614005443
35,59,34,29,30.01666203960727
31,23,10,50,34.20526275297414
50,2,13,9,37.656340767525464
17,9,7,47,39.293765408777
39,39,9,45,30.59411708155671
50,41,39,5,37.64306044943742
55,44,18,28,40.311288741492746
3,49,56,46,53.08483775994799
8,8,16,46,38.8329756778952
21,8,40,50,46.09772228646444
47,1,60,60,60.41522986797286
39,48,1,30,42.04759208325728
44,56,3,18,55.90169943749474
49,63,40,29,35.17101079013795
60,22,20,39,43.46262762420146
2,10,1,56,46.010868281309364
1,35,49,30,48.25971404805462
18,31,48,54,37.8021163428716
61,0,23,37,53.03772242470448
37,2,4,60,66.73080248281148
22,47,21,4,43.01162633521314
40,18,10,49,43.139309220245984
51,60,27,5,60.00833275470999
56,6,17,53,61.07372593840988
55,1,3,24,56.859475903318
3,33,33,47,33.1058907144937
37,47,0,32,39.92492955535426
54,26,9,36,46.09772228646444
15,46,28,8,40.162171256046406
61,22,1,59,70.49113419430843
37,26,48,63,38.600518131237564
36,53,49,3,51.66236541235796
11,41,3,3,38.8329756778952
58,25,5,60,63.51377803280167
63,56,1,32,66.48308055437865
60,62,55,21,41.30375285612676
1,58,15,23,37.69615364994153
0,50,1,12,38.01315561749642
4,16,44,52,53.81449618829484
57,3,27,29,39.698866482558415
36,53,8,17,45.60701700396552
60,52,63,6,46.09772228646444
6,6,52,37,55.47071299343465
38,58,30,16,42.7551166528639
16,57,11,6,51.24451190127583
15,25,43,3,35.608987629529715
49,46,13,50,36.22154055254967
37,4,61,47,49.24428900898052
44,40,61,4,39.81205847478876
9,29,58,35,49.36598018878993
8,47,53,34,46.84015371452148
14,45,63,61,51.54609587543949
47,30,6,46,44.01136216933077
61,39,11,14,55.90169943749474
4,32,37,46,35.84689665786984
58,57,12,14,62.96824596572466
1,24,33,63,50.44799302251776
4,47,36,0,56.859475903318
30,48,62,15,45.967379738244816
48,48,17,62,34.0147027033899
7,18,34,59,49.09175083453431
60,9,21,29,43.829214001622255
18,46,62,3,61.5223536610881
57,0,5,27,58.59180830116101
8,10,29,61,55.154328932550705
34,3,45,55,53.150729063673246
27,60,38,22,39.56008088970496
1,15,49,45,56.60388679233962
17,25,60,53,51.31276644267
43,4,19,48,50.11985634456667
7,13,55,56,64.4437739428721
19,53,8,22,32.89376840679705
36,55,18,30,30.805843601498726
2,58,9,14,44.553338819890925
21,52,24,5,47.095647357266465
26,9,63,10,37.013511046643494
56,17,32,61,50.11985634456667
27,3,52,39,43.829214001622255
35,52,61,12,47.70744176750625
12,7,59,0,47.51841748206689
60,28,20,33,40.311288741492746
43,40,5,37,38.118237105091836
55,20,61,50,30.59411708155671
40,50,14,3,53.71219600798314
55,17,13,2,44.598206241955516
62,20,3,31,60.01666435249463
0,50,54,47,54.08326913195984
16,31,46,60,41.72529209005013
11,0,40,20,35.22782990761707
59,8,8,39,59.682493245507096
4,54,35,5,57.982756057296896
43,41,6,26,39.92492955535426
13,7,14,38,31.016124838541646
8,57,61,47,53.9351462406472
3,2,15,42,41.7612260356422
42,3,28,55,53.85164807134504
