istart,jstart,igoal,jgoal,euclid
4,24,57,18,53.33854141237835
24,61,60,20,54.56189146281496
32,60,51,8,55.362442142665635
60,22,22,29,38.63935817272331
38,51,47,5,46.87216658103186
63,57,38,4,58.60034129593445
41,1,18,59,62.39390995922599
63,61,20,57,43.18564576337837
55,43,31,17,35.38361202590826
63,36,35,56,34.40930106817051
29,37,9,12,32.01562118716424
11,29,1,60,32.57299494980466
7,0,38,59,66.64833081180653
17,27,48,43,34.88552708502482
3,56,55,40,54.405882034941776
51,44,6,57,46.84015371452148
6,53,63,20,65.86349520030045
37,5,56,34,34.66987164671943
15,52,54,1,64.20280367709809
1,58,34,2,65.0
44,45,9,48,35.12833614050059
21,49,28,3,46.52956049652737
7,61,1,9,52.3450093132096
2,34,48,18,48.703182647543684
51,26,34,52,31.064449134018133
45,6,39,42,36.49657518178932
3,31,35,51,37.73592452822641
10,52,19,9,43.93176527297759
41,15,52,47,33.83784863137726
63,3,23,53,64.03124237432849
4,59,41,13,59.033888572581766
35,49,53,11,42.04759208325728
51,28,6,21,45.5411901469428
26,4,2,51,52.773099207835045
26,28,52,8,32.802438933713454
27,2,56,27,38.28837943815329
58,53,4,51,54.037024344425184
35,9,45,55,47.07440918375928
35,60,61,21,46.87216658103186
32,48,61,30,34.132096331752024
52,52,60,5,47.67598976424087
44,49,9,32,38.91015291668744
9,15,60,39,56.36488268416781
49,47,1,48,48.010415536631214
61,25,16,5,49.24428900898052
1,3,54,0,53.08483775994799
32,51,3,3,56.08029957123981
62,46,21,40,41.43669871020132
50,40,10,43,40.11234224026316
60,12,6,39,60.37383539249432
53,29,38,62,36.24913792078372
30,14,1,60,54.378304497290095
33,53,2,62,32.28002478313795
59,9,12,33,52.773099207835045
59,57,6,7,72.86288492778748
7,30,24,3,31.906112267087632
1,33,37,0,48.83646178829912
57,52,11,59,46.52956049652737
35,3,39,49,46.17358552246078
10,38,32,8,37.20215047547655
13,59,48,19,53.150729063673246
23,45,55,17,42.5205832509386
30,62,13,12,52.81098370604357
22,10,63,37,49.09175083453431
63,6,24,8,39.05124837953327
8,41,54,12,54.378304497290095
21,23,56,42,39.824615503479755
44,14,62,62,51.264022471905186
39,60,4,46,37.69615364994153
60,42,17,51,43.93176527297759
25,5,60,6,35.014282800023196
12,11,4,57,46.69047011971501
58,22,1,53,64.88451279003334
41,46,47,14,32.55764119219941
62,60,29,22,50.32891812864648
51,47,19,48,32.01562118716424
45,7,0,51,62.93647591023825
48,55,51,18,37.12142238654117
42,10,12,15,30.4138126514911
38,9,11,48,47.43416490252569
33,57,13,13,48.33218389437829
53,14,20,60,56.61271941887264
63,34,20,58,49.24428900898052
48,10,60,51,42.720018726587654
57,27,9,12,50.28916384272063
19,23,27,63,40.792156108742276
10,57,16,26,31.575306807693888
22,63,61,15,61.84658438426491
48,6,6,28,47.41307836451879
46,62,41,4,58.215118311311535
10,46,50,28,43.86342439892262
19,24,57,7,41.6293165929973
35,55,8,7,55.072679252057455
58,54,27,40,34.0147027033899
63,35,3,7,66.2117814289874
13,38,12,2,36.013886210738214
63,4,13,41,62.20128616033595
19,60,61,4,70.0
29,39,59,18,36.61966684720111
62,27,28,2,42.20189569201838
