istart,jstart,igoal,jgoal,euclid
42,48,11,0,57.14017850864661
5,0,53,61,77.62087348130012
42,50,38,6,44.181444068749045
16,31,60,12,47.92702786528704
33,28,6,53,36.796738985948195
22,61,7,4,58.9406481131655
36,28,31,60,32.38826948140329
19,8,10,51,43.93176527297759
0,48,37,49,37.013511046643494
56,41,29,10,41.10960958218893
5,31,31,52,33.421549934136806
43,60,15,27,43.278170016764804
5,36,39,59,41.048751503547585
11,15,63,63,70.76722405181653
10,36,21,2,35.73513677041127
15,9,18,46,37.12142238654117
51,26,24,54,38.897300677553446
50,47,62,5,43.68065933568311
57,46,10,45,47.01063709417264
50,49,22,4,53.0
5,32,34,61,41.012193308819754
6,63,11,6,57.21887800367987
51,37,13,50,40.162171256046406
8,19,58,61,65.29931086925804
8,14,39,59,54.644304369257
62,31,28,8,41.048751503547585
8,39,56,15,53.665631459994955
23,43,53,17,39.698866482558415
31,8,17,63,56.753854494650845
11,63,60,38,55.00909015790027
54,46,60,6,40.44749683231337
30,11,43,56,46.84015371452148
7,8,61,41,63.28506932918696
4,36,33,2,44.68780594300866
60,32,28,29,32.14031735997639
0,20,52,24,52.15361924162119
50,2,6,18,46.8187996428785
35,9,17,63,56.92099788303083
51,29,17,50,39.96248240537617
61,4,44,36,36.235341863986875
19,54,63,27,51.62363799656123
10,6,43,38,45.967379738244816
59,23,1,59,68.26419266350405
40,61,50,29,33.52610922848042
28,37,62,0,50.24937810560445
48,53,13,1,62.68173577685928
10,18,63,56,65.21502894272147
53,50,24,60,30.675723300355934
25,54,26,14,40.01249804748511
4,15,34,58,52.43090691567332
36,24,19,63,42.5440947723653
43,3,4,19,42.15447781671598
8,14,51,49,55.44366510251645
16,60,0,13,49.64876634922564
3,31,55,33,52.03844732503075
4,15,45,24,41.97618372363071
17,0,50,44,55.0
25,38,57,59,38.27531841800928
4,39,60,54,57.97413216254298
56,13,50,50,37.48332962798263
63,16,1,8,62.51399843235114
6,57,2,21,36.22154055254967
6,52,30,24,36.87817782917155
31,16,59,54,47.20169488482379
11,18,48,53,50.93132631298737
25,33,53,10,36.235341863986875
63,5,5,25,61.35144660071187
48,33,3,40,45.5411901469428
7,22,19,50,30.463092423455635
28,28,12,1,31.38470965295043
5,46,29,25,31.89043743820395
46,38,13,53,36.24913792078372
27,3,24,51,48.093658625644196
7,46,52,19,52.478567053607705
4,58,36,5,61.91122676865643
17,2,46,46,52.69724850502159
13,50,45,8,52.80151512977634
23,11,12,51,41.48493702538308
25,42,5,5,42.05948168962618
57,15,56,51,36.013886210738214
60,57,38,10,51.894122981316485
14,30,58,50,48.33218389437829
16,6,41,62,61.326992425847855
4,41,3,3,38.01315561749642
10,23,42,56,45.967379738244816
13,50,50,44,37.48332962798263
56,44,16,3,57.28001396647874
2,10,10,44,34.92849839314596
8,19,60,50,60.53924347066124
27,63,3,15,53.665631459994955
58,9,53,44,35.35533905932738
11,10,46,56,57.8013840664737
21,3,52,59,64.00781202322104
50,6,22,47,49.64876634922564
28,49,3,14,43.01162633521314
29,50,60,48,31.064449134018133
26,43,4,1,47.41307836451879
59,63,50,10,53.75872022286245
36,30,6,43,32.69556544854363
40,4,6,63,68.09552114493287
