istart,jstart,igoal,jgoal,euclid
14,44,58,17,51.62363799656123
1,9,3,61,52.03844732503075
2,34,60,52,60.728905802755904
13,37,60,32,47.265209192385896
15,15,55,17,40.049968789001575
50,43,2,6,60.60528029800704
4,57,49,15,61.554853586049575
57,52,24,63,34.785054261852174
37,7,23,59,53.85164807134504
29,62,3,10,58.137767414994535
52,21,1,1,54.78138369920935
9,12,29,61,52.92447448959697
20,51,15,11,40.311288741492746
53,57,45,3,54.589376255824725
9,7,43,7,34.0
11,17,11,54,37.0
10,40,31,11,35.805027579936315
63,51,56,16,35.6931365951495
53,59,53,18,41.0
1,6,61,19,61.39218191268331
24,45,51,14,41.10960958218893
30,8,38,54,46.69047011971501
26,54,5,28,33.421549934136806
55,15,53,55,40.049968789001575
49,33,19,60,40.36087214122113
57,56,31,19,45.221676218380054
61,55,44,9,49.040799340956916
18,57,1,23,38.01315561749642
63,22,29,62,52.49761899362675
60,29,34,47,31.622776601683793
1,23,61,5,62.6418390534633
60,24,3,39,58.9406481131655
21,57,27,2,55.326304774492215
3,9,50,12,47.095647357266465
18,32,41,3,37.013511046643494
6,1,16,35,35.4400902933387
44,58,40,4,54.147945482723536
7,37,51,63,51.10772935672255
1,1,27,53,58.137767414994535
14,2,55,46,60.14149981501958
45,61,47,28,33.06055050963308
2,11,50,38,55.072679252057455
49,50,4,7,62.24146527838174
31,15,40,51,37.107950630558946
55,17,60,49,32.38826948140329
62,22,20,4,45.69463863518345
52,33,11,0,52.630789467763066
55,48,7,53,48.25971404805462
25,10,61,39,46.22769732530488
10,45,63,18,59.481089431852205
50,2,7,30,51.31276644267
26,60,30,12,48.16637831516918
27,57,54,8,55.94640292279746
18,55,43,9,52.354560450833695
44,62,42,29,33.06055050963308
18,62,10,12,50.635955604688654
60,20,11,4,51.54609587543949
2,1,32,54,60.90155991434045
24,39,62,19,42.941821107167776
34,53,47,12,43.01162633521314
17,54,1,19,38.48376280978771
55,28,53,58,30.066592756745816
29,13,48,42,34.66987164671943
61,1,42,54,56.302753041036986
12,2,49,46,57.48912940721924
47,1,48,40,39.01281840626232
12,7,47,26,39.824615503479755
63,59,20,39,47.4236228055175
6,23,48,51,50.47771785649585
18,43,19,12,31.016124838541646
37,60,34,21,39.11521443121589
15,21,19,51,30.265491900843113
42,1,11,43,52.20153254455275
57,51,16,48,41.10960958218893
45,30,7,44,40.496913462633174
18,5,50,2,32.14031735997639
57,11,14,41,52.43090691567332
2,23,58,28,56.22277118748239
50,52,11,49,39.11521443121589
4,14,54,48,60.4648658313239
10,39,36,58,32.202484376209235
62,33,2,47,61.61168720299745
6,31,56,4,56.824290580701486
1,36,59,48,59.22837157984339
41,1,4,17,40.311288741492746
57,46,25,5,52.009614495783374
17,11,55,55,58.137767414994535
62,52,5,12,69.63476143421474
29,41,1,10,41.773197148410844
57,53,11,19,57.201398584300364
56,2,13,50,64.4437739428721
18,58,59,7,65.43699259593154
0,30,29,2,40.311288741492746
6,33,40,50,38.01315561749642
19,43,57,13,48.41487374764082
46,1,1,13,46.57252408878007
37,6,27,52,47.07440918375928
54,10,41,54,45.880278987817846
10,10,5,42,32.38826948140329
63,11,19,39,52.15361924162119
