istart,jstart,igoal,jgoal,euclid
43,60,16,5,61.26989472816156
4,31,41,58,45.803929962395145
58,60,61,27,33.13608305156178
47,58,24,13,50.53711507397311
44,58,13,59,31.016124838541646
21,9,44,35,34.713109915419565
49,45,2,22,52.32590180780452
7,9,59,30,56.08029957123981
11,57,60,50,49.49747468305833
23,56,62,30,46.87216658103186
9,32,32,59,35.4682957019364
49,7,62,57,51.66236541235796
52,17,52,55,38.0
48,4,13,62,67.7421582177598
59,34,5,61,60.37383539249432
7,34,40,3,45.27692569068709
62,27,20,0,49.92995093127971
62,35,31,6,42.44997055358225
9,34,43,61,43.41658669218482
51,59,1,33,56.356011214421486
18,54,18,2,52.0
61,58,46,8,52.20153254455275
41,25,11,61,46.861498055439924
60,45,8,16,59.53990258641679
10,9,61,50,65.43699259593154
48,27,32,55,32.2490309931942
34,31,63,49,34.132096331752024
56,45,27,27,34.132096331752024
63,43,8,61,57.87054518492115
54,39,11,7,53.600373133029585
7,37,37,6,43.139309220245984
39,57,1,58,38.01315561749642
11,63,28,3,62.36184731067546
17,58,60,39,47.01063709417264
43,47,57,3,46.17358552246078
46,24,7,17,39.6232255123179
1,55,60,47,59.53990258641679
12,55,50,54,38.01315561749642
45,41,9,49,36.87817782917155
51,53,14,62,38.07886552931954
4,39,19,0,41.78516483155236
54,7,7,26,50.695167422546305
51,33,11,45,41.7612260356422
55,40,41,4,38.62641583165593
32,30,63,3,41.10960958218893
53,32,0,22,53.9351462406472
51,22,6,9,46.84015371452148
52,46,6,53,46.52956049652737
0,59,51,7,72.83543093852057
0,21,49,46,55.00909015790027
20,34,26,0,34.52535300326414
51,27,0,33,51.35172830587107
52,2,15,43,55.226805085936306
31,10,19,42,34.17601498127012
7,36,62,21,57.0087712549569
12,2,1,36,35.73513677041127
56,36,27,16,35.22782990761707
55,18,50,52,34.36568055487916
3,15,22,60,48.84669896727925
20,4,63,31,50.774009099144415
28,22,17,60,39.56008088970496
21,42,10,9,34.785054261852174
19,30,47,59,40.311288741492746
2,38,30,61,36.235341863986875
34,1,51,43,45.31004303683677
50,30,7,51,47.853944456021594
25,5,43,33,33.28663395418648
11,61,58,54,47.51841748206689
56,48,36,25,30.479501308256342
22,3,52,55,60.03332407921454
59,33,2,3,64.41273166075166
59,42,6,54,54.3415126767741
63,63,5,12,77.23341245859851
15,12,56,28,44.01136216933077
3,23,57,5,56.92099788303083
54,30,33,5,32.64965543462902
39,8,59,56,52.0
8,1,56,51,69.31089380465383
14,6,29,58,54.120236510939236
29,27,7,61,40.496913462633174
22,5,48,37,41.23105625617661
11,51,45,36,37.16180835212409
47,24,1,43,49.76946855251722
63,37,0,21,65.0
39,56,30,6,50.80354318352215
33,61,16,8,55.65968020030299
17,61,26,16,45.89117562233506
28,14,0,37,36.235341863986875
51,48,50,10,38.01315561749642
29,9,6,35,34.713109915419565
39,31,37,63,32.0624390837628
54,53,9,11,61.554853586049575
62,18,0,61,75.45197147855052
3,34,60,32,57.0350769263968
52,51,33,7,47.92702786528704
8,1,4,31,30.265491900843113
25,4,4,36,38.27531841800928
7,51,31,29,32.55764119219941
54,51,27,0,57.706152185014034
32,3,59,53,56.824290580701486
