istart,jstart,igoal,jgoal,euclid
10,29,19,58,30.364452901377952
1,22,59,3,61.032778078668514
19,50,51,48,32.0624390837628
7,59,32,3,61.326992425847855
45,2,14,23,37.44329045369811
50,0,16,4,34.23448553724738
45,58,41,10,48.16637831516918
9,1,24,47,48.38388161361178
49,36,42,3,33.734255586866
20,13,56,23,37.36308338453881
27,48,42,20,31.76476034853718
30,49,25,2,47.265209192385896
3,45,59,55,56.88585061331157
2,43,32,34,31.32091952673165
54,1,24,39,48.41487374764082
43,34,13,57,37.8021163428716
63,31,22,51,45.617978911828175
39,0,12,21,34.20526275297414
61,52,52,6,46.87216658103186
2,35,53,32,51.088159097779204
50,59,20,13,54.91812087098393
49,58,39,11,48.05205510693585
42,50,9,40,34.48187929913333
22,5,46,30,34.655446902326915
49,15,6,49,54.817880294662984
49,57,32,3,56.61271941887264
4,54,35,35,36.359317925395686
51,47,18,50,33.13608305156178
37,8,42,56,48.25971404805462
1,51,30,30,35.805027579936315
41,12,60,62,53.48831648126533
6,62,20,3,60.63827174318213
3,58,36,3,64.1404708432983
44,56,23,19,42.5440947723653
58,3,10,53,69.31089380465383
53,34,4,30,49.16299421312742
56,63,47,20,43.93176527297759
47,15,5,24,42.95346318982906
36,58,31,9,49.25444142409901
44,0,43,60,60.00833275470999
16,62,40,18,50.11985634456667
61,62,12,19,65.19202405202648
41,33,14,0,42.638011210655684
10,58,55,42,47.75981574503821
26,5,54,17,30.463092423455635
44,52,5,20,50.44799302251776
4,43,61,25,59.77457653551382
14,12,50,3,37.107950630558946
35,10,9,47,45.221676218380054
11,37,25,9,31.304951684997057
49,32,8,10,46.52956049652737
18,52,53,37,38.07886552931954
58,29,12,61,56.0357029044876
24,40,58,3,50.24937810560445
0,57,31,0,64.88451279003334
48,52,48,18,34.0
8,58,5,2,56.08029957123981
44,47,13,14,45.27692569068709
29,16,23,60,44.40720662234904
0,61,54,16,70.2922470831599
51,43,55,0,43.18564576337837
10,5,25,36,34.438350715445125
14,48,7,3,45.5411901469428
59,61,17,40,46.95742752749558
4,42,37,17,41.400483088968905
50,40,26,60,31.240998703626616
19,53,56,57,37.21558813185679
7,53,49,15,56.639209034025185
17,38,46,5,43.93176527297759
48,2,6,5,42.1070065428546
34,56,0,27,44.68780594300866
16,33,60,4,52.69724850502159
20,15,3,57,45.31004303683677
5,9,49,20,45.35416188179427
58,50,23,5,57.0087712549569
30,49,60,41,31.04834939252005
5,35,60,36,55.00909015790027
32,37,7,57,32.01562118716424
28,18,63,48,46.09772228646444
28,58,56,33,37.53664875824692
39,18,21,54,40.24922359499622
29,50,4,1,55.00909015790027
30,35,60,30,30.4138126514911
16,11,7,55,44.91102314577124
39,53,39,10,43.0
28,3,60,18,35.34119409414458
18,10,25,63,53.46026561849464
27,60,61,49,35.73513677041127
43,2,59,51,51.54609587543949
54,35,14,32,40.11234224026316
41,52,52,10,43.41658669218482
17,39,34,7,36.235341863986875
26,2,38,48,47.53945729601885
17,49,11,13,36.49657518178932
21,20,23,59,39.05124837953327
15,63,45,47,34.0
53,15,15,17,38.05259518088089
7,55,51,1,69.65629906907199
57,57,6,6,72.12489168102785
47,59,12,14,57.0087712549569
